label,manifest
הרצאה מר ב.וינשטין על נושא דור המדינה העברית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111731/manifest
נשף התלבשות לחברים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111733/manifest
יערך על מגרש המכבי - מפקד חגיגי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111734/manifest
אזכרה לחללי תל-חי.,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111735/manifest
"הוספה לתכנית בביתן - הסרט, הכנס של המכבי",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111736/manifest
"אזכרה לזכר כ""ה שנה לפטירת מנהיגנו הד""ר בנימין זאב הרצל",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111737/manifest
נשף התעמלותי וחגיגי בתכנית עשירה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111738/manifest
משתתף המכבי - במפקד החגיגי לכבודת מלאת 15 שנה ליצירת הגדוד העברי הראשון,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111739/manifest
נשף ההפתעות לחברים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111740/manifest
נשף התעמלותי וספורטיבי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111741/manifest
"פתיחת מחלקת ההתעמלות - התחרות בכדור רגל על הליגה הא""י",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111742/manifest
נשיא ההסתדרות הציונית העולמית - מר נחום סוקולוב יערך מפקד חגיגי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111743/manifest
ליל אחרון של חנוכה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111744/manifest
אספה כללית - תכופה - מפקד,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111745/manifest
במועדון המכבי עתון בעל-פה מספר לד,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111746/manifest
מרוץ שליחים סביב תל-אביב,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111747/manifest
נשף חברים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111748/manifest
המשך האספה הכללית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111749/manifest
המשך של האספה הכללית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111750/manifest
לכבוד מחלקת האטלטיקה קלה יתקים נשף חברים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111751/manifest
"יערך ע""י מחלקת הטניס המאוחדת מכבי-מנורה - בל החשמנאים",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111753/manifest
חגיגת היובל של המושבה ראשון-לציון,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111754/manifest
תפתח מחלקת התעמלות,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111755/manifest
"יתקים במועדון נשף חברים - מיסוד ע""י מחלקת אטלטיקה קלה",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111756/manifest
מזמינים בזה כל חברי - המכבי לאספה כללית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111757/manifest
האספה הכללית החצי שנתית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111758/manifest
בקשר עם השינויים שחלו בתכנית בקורו של הלורד רידינג,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111759/manifest
בקשר עם השינויים שחלו בתכנית בקורו של הלורד רידינג - על חברי המכבי להתאסף,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111760/manifest
"ע""י הסקציה הימית - נשף חברים אחרי התכנית העשירה",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111761/manifest
נשף פרידה לחברי המכבי הנוסעים באפני-המניע,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111762/manifest
ותיקי המכבי מתאספים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111764/manifest
מפקד כללי בתלבושת הרשמית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111765/manifest
האספה הכללית השנתית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111766/manifest
"השבוע החלה ההרשמות למחלקות - התעמלות, אתלטיקה קלה, משחקים",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111767/manifest
יערך במועדון במכבי נשף חברים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111768/manifest
לכבוד קבוצת רוכבי אופני-מניע מחברי מכבי - נשף פרידה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111769/manifest
עתון בעל פה מספר 11 - בתכנית עשירה מעניני דיומא והאגודה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111770/manifest
הועידה הארצית השנתית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111771/manifest
חלוקת כרטיסי-חבר לחברים החדשים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111772/manifest
המשך האספה הכללית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111776/manifest
"לקראת הפעולות לשנת תרצ""ד - הפעולות בכל מחלקות האגודה הרשומות החלו",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111777/manifest
האספה הכללית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111778/manifest
החברים מוזמנים בזה לאספה כללית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111779/manifest
נשף מיוחד לכבוד האורחים המכבים ממצרים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111781/manifest
התחרויות בשחיה בין מכבי חיפה ומכבי תל-אביב,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111782/manifest
נשף ההפתעות השנתי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111783/manifest
תזמורת אלימלך קופרשטין,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111784/manifest
נשף חברתי בתכנית עשירה ומגוונת,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111785/manifest
"מרוץ השליחים השנתי , השני",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111786/manifest
פרידה חגיגית לנוסעים למשחקי המכבי בצ'רנוביץ,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111787/manifest
יגיע לתל-אביב נשיא הכבוד של ההסתדרות העולמית מכבי - הלורד מלצ'ט,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111788/manifest
מפקד לכ' נשיא הסתדרות עולמית מכבי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111789/manifest
מסיבת חברים חגיגית המוקדשת לשבוע כפר המכבי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111790/manifest
משלחת המכבי - קבלת פנים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111791/manifest
"מרוץ שליחים, השלישי",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111792/manifest
"על כל החברים לחדש את כרטיסיהם לשנת תרצ""ד",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111793/manifest
קבלת פנים חגיגית למשלחת המכבי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111794/manifest
"הפעולות לשנת תרצ""ה",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111795/manifest
אספה כללית של חברי האגודה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111796/manifest
בכל אולמי המכבי והגן - נשף מסכות מסורתי לחברים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111797/manifest
נשף ההפתעות השנתי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111798/manifest
נשף המסכות של פורים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111800/manifest
האספה הכללית החצי שנתית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111802/manifest
התחרויות באטלטיקה קלה ומשחקים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111805/manifest
מפקד חברים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111806/manifest
חגיגת חנוכת הדגל,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111808/manifest
נשף המכבים - ביום המכבים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111810/manifest
הנשף המסורתי של המכבי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111811/manifest
"לרגלי בואו של הד""ר רוזנפלד לחיפה",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111812/manifest
שבוע ההרשמה - אזכרה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111813/manifest
נשף חברים - הכונו לנשף חנכה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111814/manifest
האספה הכללית של חברי האגודה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111816/manifest
הנשף המסורתי של המכבי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111817/manifest
"הכנו לנשף המסכות - פורים תר""ץ",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111818/manifest
האספה הכללית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111819/manifest
כנוס ספורטיבי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111820/manifest
שבוע ההרשמה - אזכרה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111822/manifest
כנוס אגודת המכבי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111823/manifest
אזכרה פומבית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111824/manifest
לקראת הכנוס הששי - מפקד חברים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111825/manifest
קבלת פנים פומבית לצופי המכבי ממצרים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111826/manifest
חנוכה חגיגית של צריף - מפקד חברים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111827/manifest
קבוצת מכבים - מפקד חברים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111830/manifest
המשך השוק הגדול,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111831/manifest
הכונו לנשף מסכות המסורתי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111832/manifest
נשף חנוכה המסורתי של המכבי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111833/manifest
שוק עממי גדול - אולימפיאדה ומכביה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111834/manifest
נשף מסורתי - בתכנית ספורטיבית עשירה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111835/manifest
כנוס מחוזי של אגודות המכבי בצפון,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111836/manifest
נשך אפשים לחברים ולמוזמנים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111837/manifest
נשף אוריגינלי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111838/manifest
אספה כללית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111839/manifest
התחלת הפעולות בכל המחלקות - חברים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111840/manifest
האספה הכללית השנתית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111841/manifest
נשף פסח,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111843/manifest
חנוכת בית המכבי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111844/manifest
כנוס שבועות המכבי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111846/manifest
מודעה עירונית מס' 4 - מס הנחת צנורות להספקת מים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111847/manifest
מודעה עירונית מס' 16 - מניעת בזבוז במים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111851/manifest
הודעה עירונית מספר 7 - שמירת הבריאות,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111852/manifest
יום למען תל אביב.,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111853/manifest
מודעה עירונית מספר 1 - מס החנוך,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111854/manifest
נשף לכבוד התירים מגרמניה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111857/manifest
הודעה מספר ד - הדבקת המודעות,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111858/manifest
מודעה עירונית מס' 10 - שעות סגירת החנויות,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111859/manifest
מודעה עירונית מס' 11 - חוק הרחצה על שפת הים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111860/manifest
מודעה עירונית מס' 18 - תשלומי המים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111863/manifest
מודעה עירונית - בתי הספר וגני הילדים יפתחו,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111866/manifest
חג הנטיעות,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111869/manifest
ברכה לתל אביב מספינת האויר גרף-צפלין,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111871/manifest
מודעה עירונית מס' 11 - יובל העשרים של תל אביב,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111874/manifest
מודעה עירונית מס' 12 - פתיחת בתי הרחצה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111875/manifest
מודעה עירונית מס' 14 - רשום חוזי שכירות,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111876/manifest
מודעה עירונית מס' 15,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111877/manifest
אל משלמי המסים בתל אביב,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111880/manifest
מס לצרכי בתי חולים וחנוך,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111883/manifest
מודעה עירונית מס' 22 - שעות סגירת החנויות,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111886/manifest
מודעה עירונית מס' 23 - הלמודים מתחילים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111887/manifest
טכס הדלקת נר של חנוכה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111889/manifest
מודעה עירונית מס' 26 - חדוש רשיונות לשנת 1930,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111891/manifest
לכל תושבי תל אביב על הנטיעות,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111892/manifest
הודעה לקהל - התזמרת הצבאית של הגדוד,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111893/manifest
מודעה עירונית מס' 28 - אזכרה למכס נורדוי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111894/manifest
מודעה עירונית מס' 2 - בדבר פרסום מודעות בעיר,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111895/manifest
מודעה עירונית מס' 3 - הועדה לעניני הדירות,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111896/manifest
מודעה עירונית מס' 4 - שעות סגירת החנויות בימי פורים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111897/manifest
מודעה עירונית מס' 5 - מחסי שמש בחנויות ועסקים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111898/manifest
פטירתו של בלפור,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111899/manifest
מודעה עירונית מס' 6,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111900/manifest
לעבוד הועד למען מכבי אש - הבהלה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111901/manifest
אזכרת אבל - הלורד ג'ימס בלפור,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111902/manifest
"מודעה עירונית מס' 8 - כינוס כללי של כל אגודות הנוער בת""א",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111903/manifest
להורי התלמידים של בתי הספר וגני הילדים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111904/manifest
מודעה עירונית מס' 10 - פתיחת בתי הרחצה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111905/manifest
מודעה עירונית מס' 11,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111906/manifest
מודעה עירונית מס' 12 - לשאלת הדיור,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111907/manifest
מודעה עירונית מס' 13,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111908/manifest
לפתיחת בורות שופכין והרקתם בשטח תל אביב,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111909/manifest
מודעה עירונית מס' 15 - בדבר ההגנה על הצמחים בתל אביב,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111910/manifest
אספת אזכרה - בנימין זאב הרצל,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111911/manifest
באזכרה - בנימין זאב הרצל,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111912/manifest
מודעה עירונית מס' 21 - משרד ההרשמה וההערכה נסגר,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111914/manifest
מודעה עירונית מס' 19 - חדוש רשיונות,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111915/manifest
מודעה עירונית מס' 20 - הספקת מים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111916/manifest
מודעה עירונית מס' 21 - טכס הדלקת נרות חנוכה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111917/manifest
מודעה עירונית מס' 22,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111918/manifest
מודעה עירונית מס' 23,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111919/manifest
לשמירת הסדר בחגיגות פורים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111920/manifest
חוק עוזר האוסר פשיטת יד בגבולות תל אביב.,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111921/manifest
"לבוני בתים, מחסנים ובתי חרשת בשטח תל אביב",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111922/manifest
אל תושבי עירנו - שרות האוטובוסים הצבוריים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111923/manifest
מודעה עירונית מס' 5 - פתיחת בתי הרחצה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111924/manifest
לאזרחי תל אביב,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111926/manifest
ההרשמה וההערכה לבתי הספר ולגני הילדים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111927/manifest
מודעה עירונית מס' 11 - בתי הספר יפתחו,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111928/manifest
מודעה עירונית מס' 12 - שעות סגירת החנויות,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111929/manifest
מודעה עירונית מס' 13,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111930/manifest
מודעה עירונית מס' 14 - חדוש הרשיונות,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111931/manifest
מודעה עירונית מספר 15,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111932/manifest
מודעה עירונית מס' 16,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111933/manifest
תהלוכת האורים של תלמידי בתי הספר,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111934/manifest
מודעה עירונית מס' 19 - יבקרו בעירנו הלורד והליידי רידינג,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111935/manifest
"אספת אזכרה על קברו של מנהיגנו מקס נורדוי ז""ל",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111936/manifest
מודעה עירונית מס' 22 - הועדה המפשרת בעניני הדירות,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111937/manifest
"גלוי דעת - מהיום והלאה תתקבלנה כל העבודות אך ורק ע""י התאחדות קבלני עבודות החשמל בתל-אביב ויפו.",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111938/manifest
מודעה עירונית מס' 23 - לקראת עונת הדירות בתל-אביב,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111939/manifest
"לתושבי תל-אביב, לעולים חדשים ולתיירים! - מה הם מקורות פרנסתם של תל-אביב?",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111940/manifest
"מודעה עירונית מס' 24 - לשמירת הסדר בחגיגות פורים תרצ""ג",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111941/manifest
על מקרא מגילה - במוצאי-שבת... תשמע קריאת המגלה ברחוב אלנבי מסביב לבית הכנסת הגדול,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111942/manifest
מודעה עירונית מס' 25 - מחובתנו לנהוג בבאים מדת הכנסת אורחים ולדאוג לאכסונם,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111943/manifest
"מודעה עירונית מספר 25 - אל בעה""ב, משכירי הדירות ולשכנים",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111944/manifest
לשם ברור המצב האמתי בשוק הדירות מבקשת העיריה להמציא לה תשובות ברורות על השאלות האלה - דירות פנויות וחדרים פנויים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111945/manifest
מודעה עירונית מס' 30 - פתחית [פתיחת] בתי הרחצה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111946/manifest
מודעה עירונית מס' 31 - גבית המס לצרכי בתי החולים וחנוך,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111947/manifest
מודעה עירונית מס' 32 - ועדה משותפת ליציבת תנאי העבודה וחלוקתה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111948/manifest
"מודעה עירונית מס' 34 - הודעה - נקוי ב""כ חימיים בשכונות הצריפים",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111949/manifest
ביום החמישי תתקים בבית-העם אספת אזכרה - למנהיגנו הדגול בנימין זאב הרצל,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111950/manifest
מודעה עירונית מס' 36 - נגד חלול שבת בפרהסיא,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111951/manifest
עירית תל-אביב מכריזה על ההרשמה ועל ההערכה לבתי הספר וגני הילדים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111952/manifest
מודעה עירונית מס' 38 - התנועה ברחובות תל-אביב,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111953/manifest
"גלוי דעת - מהיום והלאה תתקבלנה כל העבודות אך ורק ע""י התאחדות קבלני עבודות החשמל בתל-אביב ויפו",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111954/manifest
מודעה עירונית מס' 40 - שעות סגירת החנויות,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111955/manifest
מודעה עירונית מס' 43 - בדבר פרסום מודעות בעיר,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111956/manifest
מודעה עירונית מס' 43 - בדבר פרסום מודעות בעיר,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111957/manifest
מודעה עירונית מס' 44 - מס לצרכי בתי-חולים וחנוך,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111958/manifest
"תושבי תל-אביב! הדרישה הפתאומית לדירות ולחדרים שבאה בעקבות העליה ההמונית, מחמירה באופן מדאיג את תנאי השיכון בעירנו",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111959/manifest
הלורד מלצ'ט - יערך מפקד,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111961/manifest
נשף.,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111962/manifest
כנוס ארצי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111963/manifest
מפקד חברים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111964/manifest
המשך האספה הכללית השנתית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111965/manifest
המשך האספה הכללית השנתית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111966/manifest
אספת חברים הכללית השנתית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111967/manifest
נשף אמנותי לנער.,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111968/manifest
נשף מסורתי - בתכנית ספורטיבית אמנותית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111969/manifest
נשף שמחת תורה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111970/manifest
אספת חברים וידידים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111972/manifest
נשף גדול,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111973/manifest
לכבוד המכבים הנוסעים לצרנוביץ - נשף פרידה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111974/manifest
מסיבת קונצרט - לקבלת פנים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111975/manifest
פגישת חברים - לאורחינו המכבים ממצרים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111976/manifest
אספה פומבית,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111977/manifest
מפקד חברים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111979/manifest
התחרויות,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111980/manifest
מודעה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111981/manifest
הנשף הספורטיבי המסורתי של המכבי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111983/manifest
"ההרשמה השנתית לשנת תרצ""ו",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111984/manifest
אספת חברים,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111985/manifest
האספה הכללית השנתית הרגילה,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111986/manifest
מפקד חברים חגיגי,http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111987/manifest
"15 יום - הרשמת חברים לשנת תרצ""ז",http://iiif.nli.org.il/IIIFv21/DOCID/NNL_Ephemera700111988/manifest
