description,label,title,publisher,base,the_creator,creation_date,type,format,language,sysnum,related,attribution,subject,alternative_title
ארץ ישראל,"טקס הנחת אבן הפנה למפעל מבשלות שכר לאומיות בישראל, נתניה. [אלבום תצלומים].","טקס הנחת אבן הפנה למפעל מבשלות שכר לאומיות בישראל, נתניה. [אלבום תצלומים].",1951,NNL01,,1951,ARCHIVE,41 Photographs : b&w ; 95 X 120 mm..,heb,003777859,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL01_TMA003777859,"[""אוסף התצלומים, הספרייה הלאומית""]","[""ארץ ישראל""]","[""Laying of Cornerstone to Israel National Brewery Factories in Nathanya [Album of photographs].""]"
ארץ ישראל,מבצע סיני [אלבום תצלומים].,מבצע סיני [אלבום תצלומים].,1956,NNL01,"שלזינגר, פריץ, 1915-1967 1915-1967 צלם",1956,ARCHIVE,11 Photographs : b&w ; 12.5X17.5 cm..,heb,003430865,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL01_TMA003430865,"[""אוסף התצלומים, הספרייה הלאומית""]","[""ארץ ישראל""]","[""Sinai Campaign [Album of photographs].""]"
ארץ ישראל,אלבום משפחת ברטורא [אלבום תצלומים].,אלבום משפחת ברטורא [אלבום תצלומים].,1957-1958,NNL01,,1957-1958,ARCHIVE,92 Photographs : b&w..,heb,003429639,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL01_TMA003429639,"[""אוסף התצלומים, הספרייה הלאומית""]","[""ארץ ישראל""]","[""Bartura Family Albums [Album of photographs].""]"
ארץ ישראל,אלבום משפחת ברטורא [אלבום תצלומים].,אלבום משפחת ברטורא [אלבום תצלומים].,1957-1958,NNL01,,1957-1958,ARCHIVE,92 Photographs : b&w..,heb,003429678,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL01_TMA003429678,"[""אוסף התצלומים, הספרייה הלאומית""]","[""ארץ ישראל""]","[""Bartura Family Albums [Album of photographs].""]"
ארץ ישראל,אלבום משפחת ברטורא [אלבום תצלומים].,אלבום משפחת ברטורא [אלבום תצלומים].,1957-1958,NNL01,,1957-1958,ARCHIVE,92 Photographs : b&w..,heb,003429679,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL01_TMA003429679,"[""אוסף התצלומים, הספרייה הלאומית""]","[""ארץ ישראל""]","[""Bartura Family Albums [Album of photographs].""]"
ארץ ישראל,אלבום משפחת ברטורא [אלבום תצלומים].,אלבום משפחת ברטורא [אלבום תצלומים].,1957-1958,NNL01,,1957-1958,ARCHIVE,92 Photographs : b&w..,heb,003567703,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL01_TMA003567703,"[""אוסף התצלומים, הספרייה הלאומית""]","[""ארץ ישראל""]","[""Bartura Family Albums [Album of photographs].""]"
ארץ ישראל,אלבום עלית הנוער [אלבום תצלומים].,אלבום עלית הנוער [אלבום תצלומים].,1957,NNL01,,1957,ARCHIVE,13 Photographs : b&w ; 12X17 cm..,heb,003430705,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL01_TMA003430705,"[""אוסף התצלומים, הספרייה הלאומית""]","[""ארץ ישראל""]","[""Youth Aliyah Album [Album of photographs].""]"
ארץ ישראל,אלבום משפחת ברטורא [אלבום תצלומים].,אלבום משפחת ברטורא [אלבום תצלומים].,1958,NNL01,,1958,ARCHIVE,92 Photographs : b&w..,heb,003429632,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL01_TMA003429632,"[""אוסף התצלומים, הספרייה הלאומית""]","[""ארץ ישראל""]","[""Bartura Family Albums [Album of photographs].""]"
ארץ ישראל,אלבום משפחת ברטורא [אלבום תצלומים].,אלבום משפחת ברטורא [אלבום תצלומים].,1958,NNL01,,1958,ARCHIVE,92 Photographs : b&w..,heb,003429638,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL01_TMA003429638,"[""אוסף התצלומים, הספרייה הלאומית""]","[""ארץ ישראל""]","[""Bartura Family Albums [Album of photographs].""]"
ארץ ישראל,אלבום החברה הכלכלית לירושלים [אלבום תצלומים].,אלבום החברה הכלכלית לירושלים [אלבום תצלומים].,1960,NNL01,,1960,ARCHIVE,"9 Photographs : b&w, ; 17X23 cm..",heb,003431365,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL01_TMA003431365,"[""אוסף התצלומים, הספרייה הלאומית""]","[""ארץ ישראל""]","[""Jerusalem Economic Society Album [Album of photographs].""]"
ארץ ישראל,משפט איכמן [אלבום תצלומים].,משפט איכמן [אלבום תצלומים].,1961,NNL01,"רובינגר, דוד, 1924-2017 1924-2017 צלם 1924-2017 1924-",1961,ARCHIVE,15 Photographs : b&w ; 13X18 cm..,heb,003430953,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL01_TMA003430953,"[""אוסף התצלומים, הספרייה הלאומית""]","[""ארץ ישראל""]","[""Adolf Eichmann Trial [Album of photographs].""]"
ארץ ישראל,In the name of Anne Frank [Album of photographs].,In the name of Anne Frank [Album of photographs].,,NNL01,,1964,ARCHIVE,23 Photographs : b&w..,eng,003863189,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL01_TMA003863189,"[""אוסף התצלומים, הספרייה הלאומית""]","[""ארץ ישראל""]","[""[תצלומי בית אנה פרנק, תל חי] [אלבום תצלומים].""]"
