description,label,title,publisher,base,the_creator,creation_date,type,format,language,sysnum,related,attribution,subject,alternative_title
Eretz Israel -- Photographs,הירדן בגליל על יד אום דז'וני. -[שפך הירדן על יד דגניה]. [תמונה],הירדן בגליל על יד אום דז'וני. -[שפך הירדן על יד דגניה]. [תמונה],,NNL01,"בן דב, יעקב, 1882-1968 צלם",,image,"1 photograph : b&w, ; 141 X 237 mm..",,003479829,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003479829,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Eretz Israel -- Photographs""]","[""[שפך הירדן על יד דגניה]."", ""[The Mouth of the Jordan River next to Degania]""]"
Petah Tikva (Israel) -- Photographs,[בקור הרב חיים נחום במושבה פתח תקוה],[בקור הרב חיים נחום במושבה פתח תקוה],,NNL01,,,image,1 photograph : b&w ; 170 X 235 mm..,,002723780,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL002723780,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Petah Tikva (Israel) -- Photographs""]","[""Rabbi Haim Nahum Visit in Petah Tiqwa""]"
"חברת ""לבנון"" ווארשא; Deganya Alef (Israel)",הירדן והכנרת בדגניה. -Іорданъ. Генисаретское озеро въ Даганій. [picture],הירדן והכנרת בדגניה. -Іорданъ. Генисаретское озеро въ Даганій. [picture],,NNL01,,,image,1 postcard : color ; 88 X 138 mm..,,003694691,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003694691,"[""אוסף התצלומים, הספרייה הלאומית""]","[""חברת \""לבנון\"" ווארשא; Deganya Alef (Israel)""]","[""Іорданъ. Генисаретское озеро въ Даганій.""]"
Jerusalem (Israel) -- Photographs,הלבורטוריה החימית בבית המדרש למורים בירושלם.,הלבורטוריה החימית בבית המדרש למורים בירושלם.,,NNL01,,,image,"1 photograph : b&w, ; 225 X 295 mm..",,003571815,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003571815,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jerusalem (Israel) -- Photographs""]","[""[The chemical laboratory in the Hebrew Teachers Seminary of Jerusalem].""]"
"חברת ""לבנון"" ווארשא; Eretz Israel",מפת ארץ ישראל.,מפת ארץ ישראל.,,NNL01,,,image,"2 postcards : b&w, sepia ; 90 X 140 mm..",,003681254,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003681254,"[""אוסף התצלומים, הספרייה הלאומית""]","[""חברת \""לבנון\"" ווארשא; Eretz Israel""]","[""[Map of Palestine].""]"
"ילין, דוד בן יהושע, 1864-1941; ילין, איטה, 1868-1943; ילין, אליעזר, 1888-1945; ילין, שלמה; ילין, עמנואל; ילין, שמריהו; ילין, אביעזר, 1890-1971; ילין, חנה; ילין, אבינעם, 1900-1937; ילין, אהובה; Jerusalem (Israel) -- Photographs","משפחת ילין, ירושלים.","משפחת ילין, ירושלים.",,NNL01,,,image,"1 photograph : b&w, ; 166 X 225 mm..",,003542487,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003542487,"[""אוסף התצלומים, הספרייה הלאומית""]","[""ילין, דוד בן יהושע, 1864-1941; ילין, איטה, 1868-1943; ילין, אליעזר, 1888-1945; ילין, שלמה; ילין, עמנואל; ילין, שמריהו; ילין, אביעזר, 1890-1971; ילין, חנה; ילין, אבינעם, 1900-1937; ילין, אהובה; Jerusalem (Israel) -- Photographs""]","[""[Yellin Family, Jerusalem.]""]"
Haifa (Israel),Neue jüdische Viertel Herzliah in Haifa,Neue jüdische Viertel Herzliah in Haifa,,NNL01,"פייגין, צבי, 1884-1962 צלם",,image,1 photograph : b&w ; 154 X 110 mm..,,003483853,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003483853,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Haifa (Israel)""]","[""[בתי השכונה היהודית החדשה \""הרצליה\"", חיפה.]"", ""The New Jewish Quarter \""Herzliah\"" in Haifa.""]"
"חברת ""לבנון"" ווארשא; Tsefat (Israel)",צפת. -Сефадъ. [picture] -[Safed] [picture],צפת. -Сефадъ. [picture] -[Safed] [picture],,NNL01,,,image,1 postcard : color ; 88 X 138 mm..,,003696831,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003696831,"[""אוסף התצלומים, הספרייה הלאומית""]","[""חברת \""לבנון\"" ווארשא; Tsefat (Israel)""]","[""Сефадъ."", ""[Safed]""]"
Tel Aviv-Yafo (Israel) -- Photographs,קבוצה של נשות מייסדי תל אביב.,קבוצה של נשות מייסדי תל אביב.,,NNL01,,,image,"1 photograph : b&w, ; 90 X 123 mm..",,003569529,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003569529,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Tel Aviv-Yafo (Israel) -- Photographs""]","[""[A Group of women in the early days of Tel Aviv].""]"
"חברת ""לבנון"" ווארשא; Rishon Letsiyon (Israel)",ראשון לציון: גן המושבה. -Колоніа Ришонъ. Общественный сад. [picture],ראשון לציון: גן המושבה. -Колоніа Ришонъ. Общественный сад. [picture],,NNL01,,,image,1 postcard : b&w ; 88 X 138 mm..,,003695828,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003695828,"[""אוסף התצלומים, הספרייה הלאומית""]","[""חברת \""לבנון\"" ווארשא; Rishon Letsiyon (Israel)""]","[""Колоніа Ришонъ. Общественный сад.""]"
"חברת ""לבנון"" ווארשא; Tel Aviv-Yafo (Israel)",רחוב הרצל בתל אביב. -Улица Герцель въ Тель-Авивъ в Яффѣ. [picture] -[Herzl Street in Tel Aviv] [picture],רחוב הרצל בתל אביב. -Улица Герцель въ Тель-Авивъ в Яффѣ. [picture] -[Herzl Street in Tel Aviv] [picture],,NNL01,,,image,1 postcard : color ; 88 X 138 mm..,,003696180,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003696180,"[""אוסף התצלומים, הספרייה הלאומית""]","[""חברת \""לבנון\"" ווארשא; Tel Aviv-Yafo (Israel)""]","[""Улица Герцель въ Тель-Авивъ в Яффѣ."", ""[Herzl Street in Tel Aviv]""]"
Tel Aviv-Yafo (Israel) -- Photographs,"Herzlia - Gymnasia Ibrith, Jaffa, Palestine, Tell Abib [!].","Herzlia - Gymnasia Ibrith, Jaffa, Palestine, Tell Abib [!].",,NNL01,,,image,1 postcard : b&w ; 85 X 140 mm..,,003680863,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003680863,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Tel Aviv-Yafo (Israel) -- Photographs""]","[""[גמנסיה הרצליה, תל אביב].""]"
Jerusalem (Israel) -- Photographs,"בית מדרש לרבנים ירושלים תובב""א שנת אעת""ר. -תלמידים ומורים בבית המדרש לרבנים של חברת העזרה בירושלים","בית מדרש לרבנים ירושלים תובב""א שנת אעת""ר. -תלמידים ומורים בבית המדרש לרבנים של חברת העזרה בירושלים",,NNL01,,,image,1 photograph : b&w ; 225 X 285 mm..,,002725176,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL002725176,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jerusalem (Israel) -- Photographs""]","[""תלמידים ומורים בבית המדרש לרבנים של חברת העזרה בירושלים"", ""Students and Teachers of \""Ezra\"" Rabbinical Institute in Jerusalem.""]"
Jerusalem (Israel) -- Photographs,"חברי מערכת ""האחדות"". -[Members of HaAchdut editorial board, Jerusalem.] [picture]","חברי מערכת ""האחדות"". -[Members of HaAchdut editorial board, Jerusalem.] [picture]",,NNL01,,,image,"1 photograph : b&w, ; 83 X 110 mm..",,003570928,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003570928,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jerusalem (Israel) -- Photographs""]","[""[Members of HaAchdut editorial board, Jerusalem.]""]"
"חברת ""לבנון"" ווארשא; Tel Aviv-Yafo (Israel)",חג ברחוב הרצל בתל אביב. -Herzlstrasse in Tel Awiw (Jaffa): während eines Festes. [picture] -[A Holiday in Herzl Street in Tel Aviv],חג ברחוב הרצל בתל אביב. -Herzlstrasse in Tel Awiw (Jaffa): während eines Festes. [picture] -[A Holiday in Herzl Street in Tel Aviv],,NNL01,,,image,"1 postcard : b&w, sepia ; 88 X 138 mm..",,003696182,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003696182,"[""אוסף התצלומים, הספרייה הלאומית""]","[""חברת \""לבנון\"" ווארשא; Tel Aviv-Yafo (Israel)""]","[""Herzlstrasse in Tel Awiw (Jaffa): während eines Festes."", ""[A Holiday in Herzl Street in Tel Aviv]""]"
"חברת ""לבנון"" ווארשא; Jerusalem (Israel)",אורות שלמה. -Salomon's Ställe. [picture],אורות שלמה. -Salomon's Ställe. [picture],,NNL01,,,image,1 postcard : sepia ; 88 X 138 mm..,,003695254,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003695254,"[""אוסף התצלומים, הספרייה הלאומית""]","[""חברת \""לבנון\"" ווארשא; Jerusalem (Israel)""]","[""Salomon's Ställe.""]"
,"בית אליעזר בן יהודה בשכונת תלפיות, ירושלים.","בית אליעזר בן יהודה בשכונת תלפיות, ירושלים.",,NNL01,,,image,"1 photograph : b&w, ; 80 X 118 mm..",,003670492,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003670492,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[Eliezer Ben Yehuda House in Talpiot, Jerusalem]""]"
Haifa (Israel) -- Photographs; Migdal (Israel) -- Photographs,א גרופע פיאנערקעס ביי דער פעלד-ארבייט אין פאלעסטינא. -[Group of Jewish Pioneer Workers in Migdal] [picture],א גרופע פיאנערקעס ביי דער פעלד-ארבייט אין פאלעסטינא. -[Group of Jewish Pioneer Workers in Migdal] [picture],,NNL01,,,image,"1 photograph : b&w, ; 115 X 165 mm..",,003823744,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003823744,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Haifa (Israel) -- Photographs; Migdal (Israel) -- Photographs""]","[""[קבוצת פועלות בשדות חוות מגדל]"", ""[Group of Jewish Pioneer Workers in Migdal]""]"
"חברת ""לבנון"" ווארשא; Haifa (Israel)","הנחת אבן הפנה של הטיכניקום בחיפה, אביב תרע""ב. -Die Grundsteinlegung [des Technion] in Caife im Frühjahr 1912. [picture]","הנחת אבן הפנה של הטיכניקום בחיפה, אביב תרע""ב. -Die Grundsteinlegung [des Technion] in Caife im Frühjahr 1912. [picture]",,NNL01,,,image,"1 postcard : b&w, sepia ; 88 X 138 mm..",,003696866,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003696866,"[""אוסף התצלומים, הספרייה הלאומית""]","[""חברת \""לבנון\"" ווארשא; Haifa (Israel)""]","[""Die Grundsteinlegung [des Technion] in Caife im Frühjahr 1912.""]"
"חברת ""לבנון"" ווארשא; Rehovot (Israel)",חגיגה שנתית ברחובות: תהלוכה. -Jahresfest in Rechoboth: Prozession. [picture],חגיגה שנתית ברחובות: תהלוכה. -Jahresfest in Rechoboth: Prozession. [picture],,NNL01,,,image,4 postcards : b&w ; 88 X 138 mm..,,003696884,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003696884,"[""אוסף התצלומים, הספרייה הלאומית""]","[""חברת \""לבנון\"" ווארשא; Rehovot (Israel)""]","[""Jahresfest in Rechoboth: Prozession.""]"
,"שדרות רוטשילד, תל אביב","שדרות רוטשילד, תל אביב",,NNL01,"סוסקין, אברהם, 1881-1963 צלם",,image,"1 photograph : b&w, ; 287 X 222 mm..",,003479946,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003479946,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[Rothschild Boulevard, Tel Aviv.]""]"
Tsefat (Israel) -- Photographs,"צפת: בית כנסת האר""י ז""ל","צפת: בית כנסת האר""י ז""ל",,NNL01,,,image,1 post card : color ; 89 X 139 mm..,,003680843,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003680843,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Tsefat (Israel) -- Photographs""]","[""Safed: Synagogue of Rabbi Issac Luria."", ""Palästina: Synagoge von Rabbi Isak Lurie.""]"
"Jaffa (Tel Aviv-Yafo, Israel) -- Photographs","שמריה לוין, אהרן אהרנסון ויוסף לוריה לפני מלון הרדג, יפו.","שמריה לוין, אהרן אהרנסון ויוסף לוריה לפני מלון הרדג, יפו.",,NNL01,,,image,"1 photograph : b&w, ; 95 X 135 mm..",,003567131,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003567131,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jaffa (Tel Aviv-Yafo, Israel) -- Photographs""]","[""[Shmaria Levin, Aaron Aaronsohn and Joseph Luria in front of Hardegg Hotel in Jaffa]""]"
,"Die ersten Abiturienten des hebräischen Gymnasiums - Jaffa, 1913.","Die ersten Abiturienten des hebräischen Gymnasiums - Jaffa, 1913.",,NNL01,,,image,"1 photograph : b&w, ; 118 X 159 mm..",,003484464,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003484464,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[בוגרי המחזור הראשון של הגמנסיה העברית הרצליה עם פניה ויהודה ליב מטמן כהן]"", ""[First Graduates of Herzlia Hebrew Gymnasium - Jaffa, 1913]""]"
,ברנר עם אחיו ואחיותיו.,ברנר עם אחיו ואחיותיו.,,NNL01,,,image,"1 photograph : b&w, ; 165 X 210 mm..",,003538638,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003538638,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[Joseph Hayyim Brenner with his Sisters and Brothers]""]"
"ליטוגרפיה בצלאל, ירושלם",[גלויה - ללא כותרת],[גלויה - ללא כותרת],,NNL01,,,image,1 postcard : color ; 88 X 138 mm..,,003709873,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003709873,"[""אוסף התצלומים, הספרייה הלאומית""]","[""ליטוגרפיה בצלאל, ירושלם""]",[null]
"ליטוגרפיה בצלאל, ירושלם",[גלויה - ללא כותרת],[גלויה - ללא כותרת],,NNL01,,,image,1 postcard : color ; 88 X 138 mm..,,003711541,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003711541,"[""אוסף התצלומים, הספרייה הלאומית""]","[""ליטוגרפיה בצלאל, ירושלם""]",[null]
"חברת ""לבנון"" ווארשא; Rehovot (Israel)","ילדי רחובות נושאים במוט ענבים. -Kinder aus Rechoboth, Weintrauben tragend. [picture]","ילדי רחובות נושאים במוט ענבים. -Kinder aus Rechoboth, Weintrauben tragend. [picture]",,NNL01,,,image,2 postcards : b&w; sepia ; 88 X 138 mm..,,003696895,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003696895,"[""אוסף התצלומים, הספרייה הלאומית""]","[""חברת \""לבנון\"" ווארשא; Rehovot (Israel)""]","[""Kinder aus Rechoboth, Weintrauben tragend.""]"
,"ועידת הגרענת הראשונה לרופאים העברים בא""י. ירושלים, ד' ניסן - ו' ניסן, תרע""ד.","ועידת הגרענת הראשונה לרופאים העברים בא""י. ירושלים, ד' ניסן - ו' ניסן, תרע""ד.",,NNL01,,,image,1 photograph : b&w..,,003481767,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003481767,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[The First Jewish Doctors' Conference on Trachoma, Jerusalem, 1914.]""]"
"הוצאת יפת, יפו",יודישע היטלען אין פערשידענע צייטען. -[Jewish hats in various times] [picture],יודישע היטלען אין פערשידענע צייטען. -[Jewish hats in various times] [picture],,NNL01,,,image,1 postcard : b&w ; 88 X 138 mm..,,003688247,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003688247,"[""אוסף התצלומים, הספרייה הלאומית""]","[""הוצאת יפת, יפו""]","[""[Jewish hats in various times]""]"
"הוצאת יפת, יפו",מארק אנטוקולסקי על ערש המות. -[Jewish hats in various times] [picture],מארק אנטוקולסקי על ערש המות. -[Jewish hats in various times] [picture],,NNL01,,,image,1 postcard : b&w ; 88 X 138 mm..,,003691101,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003691101,"[""אוסף התצלומים, הספרייה הלאומית""]","[""הוצאת יפת, יפו""]","[""[Jewish hats in various times]""]"
"Kunstverlag Phönix, Berlin",מסחר-מסחר. -[לאופולד פיליכובסקי: היהודי הנצחי] [תמונה],מסחר-מסחר. -[לאופולד פיליכובסקי: היהודי הנצחי] [תמונה],,NNL01,,,image,1 postcard : b&w ; 89 X 137 mm..,,003691485,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003691485,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Kunstverlag Phönix, Berlin""]","[""[לאופולד פיליכובסקי: היהודי הנצחי]""]"
,"מטבח אחוה, יפו, תרע""ה.","מטבח אחוה, יפו, תרע""ה.",,NNL01,,,image,"1 photograph : b&w, ; 193 X 291 mm..",,003539059,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003539059,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[\""Achva\"" Kitchen Soup, Jaffa, 1915.]""]"
Beersheba (Israel) -- Photographs,Regierungshaus mit Garten in Bir-es-Seba. -[The Governor's House and its Garden in Beer Sheba.] [picture],Regierungshaus mit Garten in Bir-es-Seba. -[The Governor's House and its Garden in Beer Sheba.] [picture],,NNL01,,,image,"1 photograph : b&w, ; 90 X 140 mm..",,003579029,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003579029,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Beersheba (Israel) -- Photographs""]","[""[בית הממשל והגן שלפניו בעיר באר שבע]."", ""[The Governor's House and its Garden in Beer Sheba.]""]"
Gaza (Gaza Strip) -- Photographs,"Moschee in Gaza, 1917. -[Ruins of the Grand Mosque of Gaza, Palestine, 1917] [picture]","Moschee in Gaza, 1917. -[Ruins of the Grand Mosque of Gaza, Palestine, 1917] [picture]",,NNL01,,,image,"1 photograph : b&w, ; 90 X 140 mm..",,003579030,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003579030,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Gaza (Gaza Strip) -- Photographs""]","[""[הריסות המסגד הגדול בעיר עזה, 1917]."", ""[Ruins of the Grand Mosque of Gaza, Palestine, 1917]""]"
Jerusalem (Israel),Jerusalem: The Duke of Connaught on his way to the Holy Sepulchre.,Jerusalem: The Duke of Connaught on his way to the Holy Sepulchre.,,NNL01,,,image,1 postcard : b&w ; 90X140 mm..,,003707977,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003707977,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jerusalem (Israel)""]","[""[ירושלים: ביקור הדוכס מקונוט בעיר העתיקה]""]"
Jerusalem (Israel),Jerusalem: The Official arrival of General Allenby at the Holy City.,Jerusalem: The Official arrival of General Allenby at the Holy City.,,NNL01,,,image,1 postcard : b&w ; 90X140 mm..,,003708000,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003708000,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jerusalem (Israel)""]","[""[ירושלים: כניסתם הרשמית של כוחות הצבא הבריטי בראשות גנרל אלנבי]""]"
,"טקס הנחת אבן הפינה לאוניברסיטה העברית בירושלים, הר הצופים.","טקס הנחת אבן הפינה לאוניברסיטה העברית בירושלים, הר הצופים.",,NNL01,"בן דב, יעקב, 1882-1968 צלם",,image,"2 photographs : b&w, ; 210 X 275 mm..",,003486474,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003486474,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[The Cornerstone Ceremony of the Hebrew University of Jerusalem.]""]"
Motsa (Israel) -- Photographs,"ארז הרצל, מוצא.","ארז הרצל, מוצא.",,NNL01,"בן דב, יעקב, 1882-1968 צלם",,image,"1 photograph : b&w, ; 93 X 112 mm..",,003670219,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003670219,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Motsa (Israel) -- Photographs""]","[""[Herzl's Cypress Tree in Motza].""]"
Deganya Alef (Israel) -- Photographs,בתי דגניה ממעוף הצפור.,בתי דגניה ממעוף הצפור.,,NNL01,,,image,"1 photograph : b&w, ; 132 X 179 mm..",,003487410,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003487410,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Deganya Alef (Israel) -- Photographs""]","[""[Aerial view of Degania, Palestine.]""]"
Tel Aviv-Yafo (Israel) -- Photographs,[החזרת ספרי התורה הגולים מפתח תקוה לתל אביב] -Return of Exiled Torah Scrolls from Petah Tiqva to Tel Aviv [picture],[החזרת ספרי התורה הגולים מפתח תקוה לתל אביב] -Return of Exiled Torah Scrolls from Petah Tiqva to Tel Aviv [picture],,NNL01,"סוסקין, אברהם, 1881-1963 צלם",,image,"3 photographs : b&w, ; 170 X 115 mm..",,002720365,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL002720365,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Tel Aviv-Yafo (Israel) -- Photographs""]","[""Return of Exiled Torah Scrolls from Petah Tiqva to Tel Aviv""]"
,"ישיבת ועד הצירים עם באי כח הישוב, תרע""ט.","ישיבת ועד הצירים עם באי כח הישוב, תרע""ט.",,NNL01,"סוסקין, אברהם, 1881-1963 צלם",,image,"1 photograph : b&w, ; 134 X 228 mm..",,003487078,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003487078,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[Delegates of the Jewish Settlement in Palestine meet the Zionist Commission, 1918]""]"
Benjamin Harz (Firm); Jerusalem (Israel) -- Photographs,Der Davids-Turm in Jerusalem.,Der Davids-Turm in Jerusalem.,,NNL01,,,image,1 postcard : sepia ; 90 X 140 mm..,,003681283,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003681283,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Benjamin Harz (Firm); Jerusalem (Israel) -- Photographs""]","[""[מגדל פצאל, ירושלים].""]"
Jerusalem (Israel),The Jews Wailing place on Friday.,The Jews Wailing place on Friday.,,NNL01,,,image,1 postcard : b&w sepia ; 90 X 138 mm..,fre;spa;ger;ita,003680876,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003680876,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jerusalem (Israel)""]","[""[הכתל המערבי בערב שבת].""]"
האחים אליהו (הוצאה) (תל אביב); Hadera (Israel),חדרה: ביער האוקליפטוס. -Hadera: Eucalyptus forest. [picture],חדרה: ביער האוקליפטוס. -Hadera: Eucalyptus forest. [picture],,NNL01,,,image,1 postcard : b&w sepia ; 90 X 138 mm..,,003691245,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003691245,"[""אוסף התצלומים, הספרייה הלאומית""]","[""האחים אליהו (הוצאה) (תל אביב); Hadera (Israel)""]","[""Hadera: Eucalyptus forest.""]"
האחים אליהו (הוצאה) (תל אביב); Migdal (Israel),החוה מגדל בגליל: על העין. -Migdal: Farm in Galilee. [picture],החוה מגדל בגליל: על העין. -Migdal: Farm in Galilee. [picture],,NNL01,,,image,1 postcard : b&w sepia ; 90 X 138 mm..,,003691141,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003691141,"[""אוסף התצלומים, הספרייה הלאומית""]","[""האחים אליהו (הוצאה) (תל אביב); Migdal (Israel)""]","[""Migdal: Farm in Galilee.""]"
האחים אליהו (הוצאה) (תל אביב); Gedera (Israel),"המושבה גדרה (קטרה). -Gedera (Katra), Judea. [picture]","המושבה גדרה (קטרה). -Gedera (Katra), Judea. [picture]",,NNL01,,,image,1 postcard : b&w sepia ; 90 X 138 mm..,,003691246,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003691246,"[""אוסף התצלומים, הספרייה הלאומית""]","[""האחים אליהו (הוצאה) (תל אביב); Gedera (Israel)""]","[""Gedera (Katra), Judea.""]"
