description,label,title,publisher,base,the_creator,creation_date,type,format,language,sysnum,related,attribution,subject,alternative_title
,Jaffa vom Meere aus.,Jaffa vom Meere aus.,,NNL01,,,image,"1 photograph : b&w, ; 98 X 158 mm..",,003484782,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003484782,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""מראה כללי של נמל יפו מכיוון הים."", ""[View of Jaffa port from Sea]""]"
,[יריחו].,[יריחו].,,NNL01,,,image,"1 photograph : b&w, ; 104 X 150 mm..",,003484781,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003484781,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[Jericho]""]"
,עזרת נדחים.,עזרת נדחים.,,NNL01,"מולכו, חיים, צלם",,image,"1 photograph : b&w, ; 126 X 174 mm..",,003488366,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003488366,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[Ezrat Nidachim Yemenite Neighbourhood next to the Old City of Jerusalem.]""]"
,קאלאניע פתח תקוה. -[Jewish Farmers of Petah Tiqwa] [picture],קאלאניע פתח תקוה. -[Jewish Farmers of Petah Tiqwa] [picture],,NNL01,,,image,1 photograph : sepia ; 100 X 138 mm..,,003765025,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003765025,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[Jewish Farmers of Petah Tiqwa]""]"
Mikve Yisra'el (Israel) -- Photographs,"אחוזת הקבר של קרל נטר, מקוה ישראל.","אחוזת הקבר של קרל נטר, מקוה ישראל.",,NNL01,,,image,"1 photograph : b&w, ; 175 X 235 mm..",,003540119,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003540119,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Mikve Yisra'el (Israel) -- Photographs""]","[""[Charles Netter Tombstone in Mikve Israel]""]"
En-Zetim (Israel),[יהושע סירקין וראשוני המתיישבים בכפר עין זיתים],[יהושע סירקין וראשוני המתיישבים בכפר עין זיתים],,NNL01,,,image,"1 photograph : b&w, ; 13 X 18 cm..",,002719224,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL002719224,"[""אוסף התצלומים, הספרייה הלאומית""]","[""En-Zetim (Israel)""]","[""Yehoshua Syrkin and the first pioneers of Ein Zeitim village""]"
,"[פרדס אבו רחמה, נס ציונה]","[פרדס אבו רחמה, נס ציונה]",,NNL01,"כץ, לאון צלם",,image,"1 photograph : b&w, ; 100 X 154 mm..",,003484808,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003484808,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[Abu Rachma Orange Grove, Nes Ziona]""]"
Rishon Letsiyon (Israel),ראשון לציון,ראשון לציון,,NNL01,,,image,"1 photograph : b&w, sepia ; 18 X 24 cm..",,002642909,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL002642909,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Rishon Letsiyon (Israel)""]","[""[Rishon le Zion]""]"
Rishon Letsiyon (Israel) -- Photographs,ועד בית העם והספריה בראשון לציון,ועד בית העם והספריה בראשון לציון,,NNL01,,,image,"1 photograph : b&w, ; 12.5 X 12 cm..",,002642707,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL002642707,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Rishon Letsiyon (Israel) -- Photographs""]","[""[The library and culture house committee in Rishon le Zion]""]"
Motsa (Israel),"חנוכת בית הפועלים במוצא, ל""ג בעמר תרנ""ה","חנוכת בית הפועלים במוצא, ל""ג בעמר תרנ""ה",,NNL01,,,image,"1 photograph : b&w, ; 18 X 24 cm..",,002719238,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL002719238,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Motsa (Israel)""]","[""[The Inauguration of the Worker's House in Moza""]"
Eretz Israel -- Photographs,[סלילת כביש באחת ממושבות ארץ ישראל]. -[Road paving in one of the colonies in Palestine.] [picture],[סלילת כביש באחת ממושבות ארץ ישראל]. -[Road paving in one of the colonies in Palestine.] [picture],,NNL01,,,image,"1 photograph : b&w, ; 90 X 145 mm..",,003574987,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003574987,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Eretz Israel -- Photographs""]","[""[Road paving in one of the colonies in Palestine.]""]"
,"פתח תקוה, מערב.","פתח תקוה, מערב.",,NNL01,"כץ, לאון צלם",,image,"1 photograph : b&w, ; 100 X 154 mm..",,003484847,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003484847,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[New Neighborhood in West Petah Tiqwa]""]"
,קבר רבי מאיר בעל הנס.,קבר רבי מאיר בעל הנס.,,NNL01,"כץ, לאון צלם",,image,"1 photograph : b&w, ; 100 X 154 mm..",,003484850,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003484850,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[Rabbi Meir's Tomb in Tiberias.]""]"
,ראש פנה,ראש פנה,,NNL01,"כץ, לאון צלם",,image,"1 photograph : b&w, ; 100 X 154 mm..",,003484894,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003484894,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[General View of the Colony Rosh Pinna]""]"
,ראש פנה.,ראש פנה.,,NNL01,"כץ, לאון צלם",,image,"1 photograph : b&w, ; 100 X 154 mm..",,003484903,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003484903,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[General View of the Colony Rosh Pinna.]""]"
,גשר הירדן. -[גשר בנות יעקב.] [תמונה],גשר הירדן. -[גשר בנות יעקב.] [תמונה],,NNL01,"כץ, לאון צלם",,image,"1 photograph : b&w, ; 100 X 154 mm..",,003484913,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003484913,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[גשר בנות יעקב.]"", ""[Bnot Ya'akov Bridge over the Jordan River]""]"
Haifa (Israel) -- Photographs,מערת אליהו הנביא.,מערת אליהו הנביא.,,NNL01,"כץ, לאון צלם",,image,"1 photograph : b&w, ; 110X165 mm..",,003535411,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003535411,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Haifa (Israel) -- Photographs""]","[""Elijah's Cave, Mount Carmel.""]"
Zikhron Ya'akov (Israel) -- Photographs,שוויה אצל שומרון. -[בתי הכפר מאיר שפיה ליד זכרון יעקב],שוויה אצל שומרון. -[בתי הכפר מאיר שפיה ליד זכרון יעקב],,NNL01,"כץ, לאון צלם",,image,"1 photograph : b&w, ; 110X165 mm..",,003535415,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003535415,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Zikhron Ya'akov (Israel) -- Photographs""]","[""Meir Shfeya Village near Zikhron Ya'akov."", ""[בתי הכפר מאיר שפיה ליד זכרון יעקב]""]"
,רחובות.,רחובות.,,NNL01,,,image,"1 photograph : b&w, ; 100 X 142 mm..",,003484779,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003484779,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[General View of the Colony Rehovoth]""]"
,"מראה הפנימי של בית המדרש ""שלום הארץ"" בבית מושב זקנים בעיה""ק ירושלם תובב""א.","מראה הפנימי של בית המדרש ""שלום הארץ"" בבית מושב זקנים בעיה""ק ירושלם תובב""א.",,NNL01,"רפאלוביץ, ישעיהו בן משה, 1870-1956 צלם",,image,"1 photograph : b&w, ; 215 X 265 mm..",,003479240,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003479240,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[Study Hall of the \""Shlom HaAretz Old Age Home in Jerusalem.]""]"
Rishon Letsiyon (Israel) -- Photographs,תזמרת ראשון לציון -המנצח בוריס אוסוביצקי עם נגני תזמורת ראשון לציון [תמונה],תזמרת ראשון לציון -המנצח בוריס אוסוביצקי עם נגני תזמורת ראשון לציון [תמונה],,NNL01,"ריטבסקי, אברהם אהרן צלם",,image,"1 photograph : b&w, ; 25 X 19 cm..",,002642904,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL002642904,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Rishon Letsiyon (Israel) -- Photographs""]","[""המנצח בוריס אוסוביצקי עם נגני תזמורת ראשון לציון"", ""[The Orchestra of Rishon le Zion]""]"
Tsefat (Israel),עשרת החלוצים הראשונים של המושבה מחנים בארץ הקדש,עשרת החלוצים הראשונים של המושבה מחנים בארץ הקדש,,NNL01,,,image,"1 photograph : b&w, ; 185 X 120 mm..",,002720084,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL002720084,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Tsefat (Israel)""]","[""The First Ten Pioneers of the Colony Mahanaim in Palestine""]"
"אפטוביצר, אביגדור, 1871-1942; אפשטין, אברהם, 1841-1918; Tel Aviv-Yafo (Israel) -- Photographs",Abraham Epstein und Prof. Dr. Awigdor Aptowitzer in Baden bei Wien.,Abraham Epstein und Prof. Dr. Awigdor Aptowitzer in Baden bei Wien.,,NNL01,,,image,"1 photograph : b&w, ; 119 X 172 mm..",,003567745,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003567745,"[""אוסף התצלומים, הספרייה הלאומית""]","[""אפטוביצר, אביגדור, 1871-1942; אפשטין, אברהם, 1841-1918; Tel Aviv-Yafo (Israel) -- Photographs""]","[""[אברהם אפשטיין בחברת מזכירו אביגדור אפטוביצר]""]"
"Vester and Company, American Colony Stores, Jerusalem; Jerusalem (Israel)",Jerusalem: Jemenite Jews - Arabische Juden - Juifs de Yémen. -[ירושלים: קבוצת יהודים מעולי תימן]. [תמונה],Jerusalem: Jemenite Jews - Arabische Juden - Juifs de Yémen. -[ירושלים: קבוצת יהודים מעולי תימן]. [תמונה],,NNL01,,,image,1 postcard : b&w ; 90 X 140 mm..,,003684696,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003684696,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Vester and Company, American Colony Stores, Jerusalem; Jerusalem (Israel)""]","[""[ירושלים: קבוצת יהודים מעולי תימן].""]"
Alliance israélite universelle. Be. ha-s. Torah u-melakhah; Jerusalem (Israel) -- Photographs,"בית הספר של חכי""ח ""התורה והמלאכה"" בעיה""ק ירושלים ת""ו עם קבוצת תלמידיו, מוריו ומנהליו -המורים והתלמידים בבית ספר ""התורה והמלאכה"" של חברת כל ישראל חברים (כי""ח) [תמונה]","בית הספר של חכי""ח ""התורה והמלאכה"" בעיה""ק ירושלים ת""ו עם קבוצת תלמידיו, מוריו ומנהליו -המורים והתלמידים בבית ספר ""התורה והמלאכה"" של חברת כל ישראל חברים (כי""ח) [תמונה]",,NNL01,,,image,"1 photograph : b&w, ; 24 X 17 cm..",,002642922,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL002642922,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Alliance israélite universelle. Be. ha-s. Torah u-melakhah; Jerusalem (Israel) -- Photographs""]","[""המורים והתלמידים בבית ספר \""התורה והמלאכה\"" של חברת כל ישראל חברים (כי\""ח)"", ""[The teachers and pupils of the \""Alliance\"" school for boys in Jerusalem]""]"
"דפוס מונזון, ירושלים; Jerusalem (Israel)",הר הבית.,הר הבית.,,NNL01,,,image,1 postcard : color ; 95 X 150 mm..,,003680527,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003680527,"[""אוסף התצלומים, הספרייה הלאומית""]","[""דפוס מונזון, ירושלים; Jerusalem (Israel)""]","[""[Temple Mount, Jerusalem].""]"
,כרמי גדרה.,כרמי גדרה.,,NNL01,,,image,"1 photograph : b&w, ; 200 X 263 mm..",,003540035,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003540035,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[General View of the Wineyards near Gederah]""]"
,רחובות.,רחובות.,,NNL01,,,image,"1 photograph : b&w, ; 200 X 263 mm..",,003540030,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003540030,"[""אוסף התצלומים, הספרייה הלאומית""]",[null],"[""[General View of the Colony Rehovoth]""]"
Rehovot (Israel) -- Photographs,"Rechoboth, 1902: Schule. -המורים והתלמידים בבית הספר העממי במושבה רחובות [תמונה]","Rechoboth, 1902: Schule. -המורים והתלמידים בבית הספר העממי במושבה רחובות [תמונה]",,NNL01,,,image,"1 photograph : b&w, ; 20 X 25 cm..",,002725675,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL002725675,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Rehovot (Israel) -- Photographs""]","[""המורים והתלמידים בבית הספר העממי במושבה רחובות"", ""The Teachers and Pupils of the Elementary School in Rehovot""]"
Jüdischer Verlag; Jerusalem (Israel),"Absaloms Grabmal, Jerusalem. -[ירושלים: יד אבשלום]. [תמונה]","Absaloms Grabmal, Jerusalem. -[ירושלים: יד אבשלום]. [תמונה]",,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003712744,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003712744,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Jerusalem (Israel)""]","[""[ירושלים: יד אבשלום].""]"
Jüdischer Verlag; Jerusalem (Israel),"Die Aksa-Moschee in Jerusalem. -[הר הבית, ירושלים: מסגד אל-אקצה]. [תמונה]","Die Aksa-Moschee in Jerusalem. -[הר הבית, ירושלים: מסגד אל-אקצה]. [תמונה]",,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003712743,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003712743,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Jerusalem (Israel)""]","[""[הר הבית, ירושלים: מסגד אל-אקצה].""]"
Jüdischer Verlag; Acre (Israel),Ansicht von Akka - Palaestina. -[עכו: מראה כללי]. [תמונה],Ansicht von Akka - Palaestina. -[עכו: מראה כללי]. [תמונה],,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003712888,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003712888,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Acre (Israel)""]","[""[עכו: מראה כללי].""]"
Jüdischer Verlag; Eretz Israel,"Ansicht von Tyrus. -[צור, לבנון: מראה כללי]. [תמונה]","Ansicht von Tyrus. -[צור, לבנון: מראה כללי]. [תמונה]",,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003713136,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003713136,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Eretz Israel""]","[""[צור, לבנון: מראה כללי].""]"
Jüdischer Verlag; Eretz Israel,Der Berg Tabor. -[הר תבור]. [תמונה],Der Berg Tabor. -[הר תבור]. [תמונה],,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003712918,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003712918,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Eretz Israel""]","[""[הר תבור].""]"
Jüdischer Verlag; Caesarea (Israel),Caesarea Stratonis. -[חוף קיסריה]. [תמונה],Caesarea Stratonis. -[חוף קיסריה]. [תמונה],,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003712885,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003712885,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Caesarea (Israel)""]","[""[חוף קיסריה].""]"
Jüdischer Verlag; Jenin (West Bank),"Djenin in der Jesreel-Ebene, Palaestina. -[מראה כללי של העיר ג'נין, סמוך אל עמק יזרעאל]. [תמונה]","Djenin in der Jesreel-Ebene, Palaestina. -[מראה כללי של העיר ג'נין, סמוך אל עמק יזרעאל]. [תמונה]",,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003713576,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003713576,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Jenin (West Bank)""]","[""[מראה כללי של העיר ג'נין, סמוך אל עמק יזרעאל].""]"
Jüdischer Verlag; Eretz Israel,"Das ""Feld des Boas"". -[שדה בועז]. [תמונה]","Das ""Feld des Boas"". -[שדה בועז]. [תמונה]",,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003712915,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003712915,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Eretz Israel""]","[""[שדה בועז].""]"
Jüdischer Verlag; Jerusalem (Israel),"Der Felsendom auf dem Tempelplatz in Jerusalem. -[הר הבית, ירושלים: כפת הסלע]. [תמונה]","Der Felsendom auf dem Tempelplatz in Jerusalem. -[הר הבית, ירושלים: כפת הסלע]. [תמונה]",,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003712739,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003712739,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Jerusalem (Israel)""]","[""[הר הבית, ירושלים: כפת הסלע].""]"
Jüdischer Verlag; Jerusalem (Israel),"Der Felsendom in Jerusalem. -[הר הבית, ירושלים: כפת הסלע]. [תמונה]","Der Felsendom in Jerusalem. -[הר הבית, ירושלים: כפת הסלע]. [תמונה]",,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003712741,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003712741,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Jerusalem (Israel)""]","[""[הר הבית, ירושלים: כפת הסלע].""]"
Jüdischer Verlag; Eretz Israel,Gaza in Sued-Palaestina. -[עזה: מראה כללי]. [תמונה],Gaza in Sued-Palaestina. -[עזה: מראה כללי]. [תמונה],,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003713144,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003713144,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Eretz Israel""]","[""[עזה: מראה כללי].""]"
Jüdischer Verlag; Eretz Israel,Gilgal im Jordantal. -[בקעת הירדן - תל גלגל]. [תמונה],Gilgal im Jordantal. -[בקעת הירדן - תל גלגל]. [תמונה],,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003712922,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003712922,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Eretz Israel""]","[""[בקעת הירדן - תל גלגל].""]"
Jüdischer Verlag; Jerusalem (Israel),Jerusalem: Das Goldene Tor. -[ירושלים: שער הרחמים]. [תמונה],Jerusalem: Das Goldene Tor. -[ירושלים: שער הרחמים]. [תמונה],,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003712738,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003712738,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Jerusalem (Israel)""]","[""[ירושלים: שער הרחמים].""]"
Jüdischer Verlag; Jerusalem (Israel),Die Jordan-Quelle bei Dan. -[שפך נהר הירדן ליד נחל דן]. [תמונה],Die Jordan-Quelle bei Dan. -[שפך נהר הירדן ליד נחל דן]. [תמונה],,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003712864,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003712864,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Jerusalem (Israel)""]","[""[שפך נהר הירדן ליד נחל דן].""]"
Jüdischer Verlag; Jerusalem (Israel),Mizpah in Benjamin. -[נבי סמואל]. [תמונה],Mizpah in Benjamin. -[נבי סמואל]. [תמונה],,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003712883,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003712883,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Jerusalem (Israel)""]","[""[נבי סמואל].""]"
Jüdischer Verlag; Jerusalem (Israel),Platz der Burg Antonia in Jerusalem. -[ירושלים: הר הבית]. [תמונה],Platz der Burg Antonia in Jerusalem. -[ירושלים: הר הבית]. [תמונה],,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003712814,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003712814,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Jerusalem (Israel)""]","[""[ירושלים: הר הבית].""]"
Jüdischer Verlag; Eretz Israel,"Die Pyramiden von Gizeh. -[גיזה, מצרים: הפירמידות]. [תמונה]","Die Pyramiden von Gizeh. -[גיזה, מצרים: הפירמידות]. [תמונה]",,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003713133,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003713133,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Eretz Israel""]","[""[גיזה, מצרים: הפירמידות].""]"
Jüdischer Verlag; Eretz Israel,Rahel's Grab; Am Tiberias See. -[קבר רחל; נוף כנרת]. [תמונה],Rahel's Grab; Am Tiberias See. -[קבר רחל; נוף כנרת]. [תמונה],,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003712921,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003712921,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Eretz Israel""]","[""[קבר רחל; נוף כנרת].""]"
Jüdischer Verlag; Jerusalem (Israel),"Der Tempelplatz in Jerusalem. -[מראה כללי של הר הבית, ירושלים]. [תמונה]","Der Tempelplatz in Jerusalem. -[מראה כללי של הר הבית, ירושלים]. [תמונה]",,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003713141,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003713141,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Jerusalem (Israel)""]","[""[מראה כללי של הר הבית, ירושלים].""]"
Jüdischer Verlag; Jerusalem (Israel),Der Tempelplatz mit dem Oelberge im Hintergrund. -[ירושלים: מראה כללי של הר הבית וברקע הר הזיתים]. [תמונה],Der Tempelplatz mit dem Oelberge im Hintergrund. -[ירושלים: מראה כללי של הר הבית וברקע הר הזיתים]. [תמונה],,NNL01,,,image,1 postcard : color ; 94 X 139 mm..,,003712742,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003712742,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Jüdischer Verlag; Jerusalem (Israel)""]","[""[ירושלים: מראה כללי של הר הבית וברקע הר הזיתים].""]"
Zikhron Ya'akov (Israel),"אספת היסוד של הסתדרות המורים בזכרון יעקב, אלול תרס""ג","אספת היסוד של הסתדרות המורים בזכרון יעקב, אלול תרס""ג",,NNL01,,,image,"1 photograph : b&w, ; 15 X 12 cm..",,002642539,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL002642539,"[""אוסף התצלומים, הספרייה הלאומית""]","[""Zikhron Ya'akov (Israel)""]","[""[The founding meeting of the Hebrew Teachers Association in Palestine]""]"
"חברת ""לבנון"" ווארשא; Haifa (Israel)",חיפה. -Хайфа. [picture] -[Haifa] [picture],חיפה. -Хайфа. [picture] -[Haifa] [picture],,NNL01,,,image,1 postcard : color ; 88 X 138 mm..,,003696861,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_ARCHIVE_AL003696861,"[""אוסף התצלומים, הספרייה הלאומית""]","[""חברת \""לבנון\"" ווארשא; Haifa (Israel)""]","[""Хайфа."", ""[Haifa]""]"
