description,label,title,publisher,base,the_creator,creation_date,type,format,language,sysnum,related,attribution,subject,alternative_title
"משחקי גמר, כדורגל, ספורט; חיפא",مباراة نهائية - نادي الاتحاد الرياضي الادبي.,مباراة نهائية - نادي الاتحاد الرياضي الادبي.,[חסר מוציא לאור],NNL03,,1934,sheet,כולל ציור.,ara;eng,700072313,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700072313,[null],"[""משחקי גמר, כדורגל, ספורט; חיפא""]",[null]
Entertainment events -- Israel; Parties -- Israel; Lotteries$zIsrael; Saharuria Ball; מופע בידור; ערב התרמה; נשף; הגרלה; Fundraiser; תל אביב,בל סהרוריה.,בל סהרוריה.,[חסר מוציא לאור],NNL03,,1933,sheet,כולל ציור.,heb;eng,700109393,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700109393,[null],"[""Entertainment events -- Israel; Parties -- Israel; Lotteries$zIsrael; Saharuria Ball; מופע בידור; ערב התרמה; נשף; הגרלה; Fundraiser; תל אביב""]",[null]
"Entertainment events -- Israel; Songs -- Israel; Parties -- Israel; Sports -- Israel; חנה'לה מאירצק, מ. סמבורסקי, י. כצנלסון, יקיר וינשטין; מופע בידור; ערב שירה; הצגה; נשף; ספורט; Show; תל אביב",נשף אמנותי התעמלותי לנער.,נשף אמנותי התעמלותי לנער.,מכבי,NNL03,,1934,sheet,,heb,700109402,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700109402,[null],"[""Entertainment events -- Israel; Songs -- Israel; Parties -- Israel; Sports -- Israel; חנה'לה מאירצק, מ. סמבורסקי, י. כצנלסון, יקיר וינשטין; מופע בידור; ערב שירה; הצגה; נשף; ספורט; Show; תל אביב""]",[null]
Orchestra -- Israel; Music -- Performance -- Israel; Israel -- Civilization; אירוע; תרבות; תזמורת; ערב ריקודים; Event; Evening of dancing; פתח תקווה,נשף רקודים גדול,נשף רקודים גדול,"מועדון ""מכבי אבשלום""",NNL03,,1930,sheet,,heb,700109482,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700109482,[null],"[""Orchestra -- Israel; Music -- Performance -- Israel; Israel -- Civilization; אירוע; תרבות; תזמורת; ערב ריקודים; Event; Evening of dancing; פתח תקווה""]",[null]
Orchestra -- Israel; Music -- Performance -- Israel; Israel -- Civilization; Dancing Ball; תזמורת; נשף ריקודים; תרבות; Ball,נשף רקודים גרנדיוזי,נשף רקודים גרנדיוזי,מכבי,NNL03,,1931,sheet,,heb;eng,700109506,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700109506,[null],"[""Orchestra -- Israel; Music -- Performance -- Israel; Israel -- Civilization; Dancing Ball; תזמורת; נשף ריקודים; תרבות; Ball""]",[null]
Orchestra -- Israel; Music -- Performance -- Israel; Jazz -- Israel; Sports -- Israel; בן שפר; תזמורת; נשף ריקודים; מוסיקת ג'ז; ספורט; מכירת כרטיסים; Ball; Tickets Sale,תזמורת ג'ז - תלוה את הרקודים - בנשף הקיצי הגדול של המכבי,תזמורת ג'ז - תלוה את הרקודים - בנשף הקיצי הגדול של המכבי,מכבי,NNL03,,1932,sheet,,heb,700109533,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700109533,[null],"[""Orchestra -- Israel; Music -- Performance -- Israel; Jazz -- Israel; Sports -- Israel; בן שפר; תזמורת; נשף ריקודים; מוסיקת ג'ז; ספורט; מכירת כרטיסים; Ball; Tickets Sale""]",[null]
Orchestra -- Israel; Music -- Performance -- Israel; Israel -- Civilization; תזמורת; נשף ריקודים; תרבות; Ball; תל אביב,נשף רקודים,נשף רקודים,מכבי,NNL03,,1933,sheet,,heb,700109543,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700109543,[null],"[""Orchestra -- Israel; Music -- Performance -- Israel; Israel -- Civilization; תזמורת; נשף ריקודים; תרבות; Ball; תל אביב""]",[null]
Orchestra -- Israel; Music -- Performance -- Israel; Israel -- Civilization; THE ANNUAL GRAND BALL; תזמורת; נשף ריקודים; תרבות; Ball; רחובות,נשף רקודים - השנתי המסורתי,נשף רקודים - השנתי המסורתי,מועדון הטניס מכבי רחובות,NNL03,,1933,sheet,,heb;eng,700109549,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700109549,[null],"[""Orchestra -- Israel; Music -- Performance -- Israel; Israel -- Civilization; THE ANNUAL GRAND BALL; תזמורת; נשף ריקודים; תרבות; Ball; רחובות""]",[null]
Orchestra -- Israel; Music -- Performance -- Israel; Dance -- Israel; Israel -- Civilization; תזמורת; ריקודים; תרבות; אספה כללית; General meeting; תל אביב,נשף רקודים,נשף רקודים,מכבי,NNL03,,1933,sheet,,heb,700109557,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700109557,[null],"[""Orchestra -- Israel; Music -- Performance -- Israel; Dance -- Israel; Israel -- Civilization; תזמורת; ריקודים; תרבות; אספה כללית; General meeting; תל אביב""]",[null]
Orchestra -- Israel; Music -- Performance -- Israel; Israel -- Civilization; תזמורת; נשף ריקודים; תרבות; הגרלו7ת; Ball; תל אביב,נשף רקודים גרנדיוזי,נשף רקודים גרנדיוזי,מכבי,NNL03,,1933,sheet,,heb,700109558,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700109558,[null],"[""Orchestra -- Israel; Music -- Performance -- Israel; Israel -- Civilization; תזמורת; נשף ריקודים; תרבות; הגרלו7ת; Ball; תל אביב""]",[null]
Orchestra -- Israel; Music -- Performance -- Israel; Parties -- Israel; Dance -- Israel; The Dance of The Season; תזמורת; נשף; ריקודים; חיפה,נשף רקודים של העונה,נשף רקודים של העונה,גדוד מכבי אש מתנדבים חיפה,NNL03,,1934,sheet,,heb;eng,700109577,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700109577,[null],"[""Orchestra -- Israel; Music -- Performance -- Israel; Parties -- Israel; Dance -- Israel; The Dance of The Season; תזמורת; נשף; ריקודים; חיפה""]",[null]
Entertainment events -- Israel; Orchestra -- Israel; Music -- Performance -- Israel; Parties -- Israel; Dance -- Israel; מופע בידור; תזמורת; נשף; ריקודים; פתח תקוה,נשף אביבי גדול,נשף אביבי גדול,מועדון הטניס מכבי אבשלום פתח תקוה,NNL03,,1934,sheet,,heb,700109579,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700109579,[null],"[""Entertainment events -- Israel; Orchestra -- Israel; Music -- Performance -- Israel; Parties -- Israel; Dance -- Israel; מופע בידור; תזמורת; נשף; ריקודים; פתח תקוה""]",[null]
Exhibitions -- Israel; Art -- Israel; The Bezalel Exhibition of far Estern Art; תערוכה; אמנות,תערוכת אמנות המזרח הרחוק.,תערוכת אמנות המזרח הרחוק.,בית הנכות הלאומי בצלאל,NNL03,,1940,sheet,כולל איור.,heb;eng,700109692,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700109692,[null],"[""Exhibitions -- Israel; Art -- Israel; The Bezalel Exhibition of far Estern Art; תערוכה; אמנות""]",[null]
"Exhibitions -- Israel; Lectures and lecturing -- Israel; ג. לנדאויר (ד""ר), יוסף בודקו; תערוכה; הרצאה",האמן העברי יוסף בודקו,האמן העברי יוסף בודקו,בית הנכות הלאומי בצלאל,NNL03,,1940,sheet,,heb,700109694,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700109694,[null],"[""Exhibitions -- Israel; Lectures and lecturing -- Israel; ג. לנדאויר (ד\""ר), יוסף בודקו; תערוכה; הרצאה""]",[null]
"Exhibitions -- Israel; הלמר לרסקי, וסילי קנדינסקי; Human Hands; תערוכה",ידי אדם,ידי אדם,בית הנכות הלאומי בצלאל,NNL03,,1945,sheet,,heb;eng,700109695,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700109695,[null],"[""Exhibitions -- Israel; הלמר לרסקי, וסילי קנדינסקי; Human Hands; תערוכה""]",[null]
Exhibitions -- Israel; LItvinovsky Exhibiton; תערוכה,תערוכת ליטבינובסקי,תערוכת ליטבינובסקי,בית הנכות הלאומי בצלאל,NNL03,,1945,sheet,,heb;eng,700109696,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700109696,[null],"[""Exhibitions -- Israel; LItvinovsky Exhibiton; תערוכה""]",[null]
"Nationalism and collective memory -- Israel; Nationalism -- Israel; Memorials -- Israel; משה שרתוק, א. אלטמן (ד""ר), א. בארט (ד""ר); חברה; לאומיות; צבא; אסיפת עם; Company",יום החייל היהודי - אספת עם גדולה.,יום החייל היהודי - אספת עם גדולה.,הועד הארצי למען החייל היהודי,NNL03,,1941,sheet,כולל איור.,heb,700110029,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110029,[null],"[""Nationalism and collective memory -- Israel; Nationalism -- Israel; Memorials -- Israel; משה שרתוק, א. אלטמן (ד\""ר), א. בארט (ד\""ר); חברה; לאומיות; צבא; אסיפת עם; Company""]",[null]
"Yom ha-zikaron; Peace-building -- Israel; Security, International -- Middle East; Nationalism and collective memory -- Israel; Nationalism -- Israel; Recruiting and enlistment -- Israel; Recruiting and enlistment -- Israel; שלום ובטחון; חברה; לאומיות; צבא; צו; גיוס; Company",אל הישוב!,אל הישוב!,הסוכנות היהודית,NNL03,,1942,sheet,כולל איור.,heb,700110039,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110039,[null],"[""Yom ha-zikaron; Peace-building -- Israel; Security, International -- Middle East; Nationalism and collective memory -- Israel; Nationalism -- Israel; Recruiting and enlistment -- Israel; Recruiting and enlistment -- Israel; שלום ובטחון; חברה; לאומיות; צבא; צו; גיוס; Company""]",[null]
"Dance -- Israel; טיץ, גולדשמידט, רטנר, מ. שפייכר, ב. צפורי; הצגה; ריקודים; Show; חיפה",הצגה לתלמידי בתי הספר - השקרן.,הצגה לתלמידי בתי הספר - השקרן.,מכבי,NNL03,,1934,sheet,,heb,700110360,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110360,[null],"[""Dance -- Israel; טיץ, גולדשמידט, רטנר, מ. שפייכר, ב. צפורי; הצגה; ריקודים; Show; חיפה""]",[null]
Masquerades -- Israel; Israel -- Civilization; נשף מסיכות; תרבות; מכבי; Maccabi,נשף מסכות המסורתי של המכבי,נשף מסכות המסורתי של המכבי,מכבי,NNL03,,1929,sheet,,heb,700110612,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110612,[null],"[""Masquerades -- Israel; Israel -- Civilization; נשף מסיכות; תרבות; מכבי; Maccabi""]",[null]
Purim; Fasts and feasts -- Israel; Masquerades -- Israel; Orchestra -- Israel; Music -- Performance -- Israel; Awards -- Israel; פורים; נשף מסיכות; תזמורת; אולם וגנר; פרסים; But Wagner; חיפה,נשף המסכות המסורתי של המכבי,נשף המסכות המסורתי של המכבי,מכבי,NNL03,,1929,sheet,,heb,700110661,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110661,[null],"[""Purim; Fasts and feasts -- Israel; Masquerades -- Israel; Orchestra -- Israel; Music -- Performance -- Israel; Awards -- Israel; פורים; נשף מסיכות; תזמורת; אולם וגנר; פרסים; But Wagner; חיפה""]",[null]
Purim; Fasts and feasts -- Israel; פורים,הכונו! לנשף פורים של המכבי,הכונו! לנשף פורים של המכבי,מכבי,NNL03,,1929,sheet,,heb,700110668,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110668,[null],"[""Purim; Fasts and feasts -- Israel; פורים""]",[null]
"Costume -- Israel; Contests; Hanukkah; Masquerades -- Israel; Orchestra -- Israel; Music -- Performance -- Israel; Dance -- Israel; Awards -- Israel; תחרות תחפושות; חנוכה; נשף מסיכות; ערב התרמה; תזמורת; רקודים; פרסים; Fundraiser; פתח תקוה,",אגודת מכבי אבשלום פתח תקוה - נשף מסכות המסורתי,אגודת מכבי אבשלום פתח תקוה - נשף מסכות המסורתי,מכבי,NNL03,,1929,sheet,,heb,700110676,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110676,[null],"[""Costume -- Israel; Contests; Hanukkah; Masquerades -- Israel; Orchestra -- Israel; Music -- Performance -- Israel; Dance -- Israel; Awards -- Israel; תחרות תחפושות; חנוכה; נשף מסיכות; ערב התרמה; תזמורת; רקודים; פרסים; Fundraiser; פתח תקוה,""]",[null]
Orchestra -- Israel; Music -- Performance -- Israel; Passover -- Israel; Dance -- Israel; תזמורת; אולמי מנורה; פסח; רקודים; ירושלים,מכבי-בר כוכבא - נשף חמץ,מכבי-בר כוכבא - נשף חמץ,מכבי,NNL03,,1940,sheet,,heb,700110761,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110761,[null],"[""Orchestra -- Israel; Music -- Performance -- Israel; Passover -- Israel; Dance -- Israel; תזמורת; אולמי מנורה; פסח; רקודים; ירושלים""]",[null]
Music -- Israel; מוסיקה,נשף רקודים לחברים ומוזמניהם,נשף רקודים לחברים ומוזמניהם,מכבי,NNL03,,1929,sheet,,heb,700110793,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110793,[null],"[""Music -- Israel; מוסיקה""]",[null]
Music -- Israel; Jazz -- Israel; אולם פיינגולד; מוסיקה; ג'ז,נשף רקודים לחברים ומוזמניהם,נשף רקודים לחברים ומוזמניהם,מכבי,NNL03,,1929,sheet,,heb,700110796,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110796,[null],"[""Music -- Israel; Jazz -- Israel; אולם פיינגולד; מוסיקה; ג'ז""]",[null]
Hebrew language -- Study and teaching; Leisure -- Israel; לימוד עברית; חוגים; ירושלים,ביום א נפתחת ההרשמה לשעורי הערב לעברית.,ביום א נפתחת ההרשמה לשעורי הערב לעברית.,מחלקת התרבות של הועד הלאומי,NNL03,,1940,sheet,כולל איור.,heb,700110821,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110821,[null],"[""Hebrew language -- Study and teaching; Leisure -- Israel; לימוד עברית; חוגים; ירושלים""]",[null]
Soccer -- Israel; כדורגל,"מכבי אבשלום נגד מכבי ת""א","מכבי אבשלום נגד מכבי ת""א",מכבי,NNL03,,1927,sheet,,heb,700110924,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110924,[null],"[""Soccer -- Israel; כדורגל""]",[null]
Soccer -- Israel; Memorials -- Israel; כדורגל; אסיפת עם; תל אביב,הפועל חיפה נגד מכבי תל אביב - המשך האספה הכללית,הפועל חיפה נגד מכבי תל אביב - המשך האספה הכללית,מכבי,NNL03,,1928,sheet,,heb,700110943,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110943,[null],"[""Soccer -- Israel; Memorials -- Israel; כדורגל; אסיפת עם; תל אביב""]",[null]
Soccer -- Israel; כדורגל; תל אביב,"המעופפים עמן נגד מכבי ת""א.","המעופפים עמן נגד מכבי ת""א.",מכבי,NNL03,,1928,sheet,,heb,700110945,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110945,[null],"[""Soccer -- Israel; כדורגל; תל אביב""]",[null]
Soccer -- Israel; Census -- Israel; Athletics -- Israel; כדורגל; מפקד; אתלטיקה,"חשמונאי ירושלים נגד מכבי ת""א - מפקד חגיגי","חשמונאי ירושלים נגד מכבי ת""א - מפקד חגיגי",מכבי,NNL03,,1928,sheet,,heb,700110946,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110946,[null],"[""Soccer -- Israel; Census -- Israel; Athletics -- Israel; כדורגל; מפקד; אתלטיקה""]",[null]
Soccer -- Israel; Games -- Israel; Athletics -- Israel; כדורגל; משחקים; אתלטיקה,"התחרות גומלין - המעופפים עמן נגד מכבי ת""א","התחרות גומלין - המעופפים עמן נגד מכבי ת""א",מכבי,NNL03,,1928,sheet,,heb,700110949,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110949,[null],"[""Soccer -- Israel; Games -- Israel; Athletics -- Israel; כדורגל; משחקים; אתלטיקה""]",[null]
Soccer -- Israel; כדורגל; תל אביב,התחרות כדור רגל בין P. G. H ובין מכבי,התחרות כדור רגל בין P. G. H ובין מכבי,מכבי,NNL03,,1928,sheet,,heb,700110951,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110951,[null],"[""Soccer -- Israel; כדורגל; תל אביב""]",[null]
Soccer -- Israel; Athletics -- Israel; כדורגל; אתלטיקה; הוקי; Hockey; תל אביב,פעילות השבת - המעופפים עמן נגד מכבי תל אביב,פעילות השבת - המעופפים עמן נגד מכבי תל אביב,מכבי,NNL03,,1928,sheet,,heb,700110952,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110952,[null],"[""Soccer -- Israel; Athletics -- Israel; כדורגל; אתלטיקה; הוקי; Hockey; תל אביב""]",[null]
"Soccer -- Israel; Parties -- Israel; Dance -- Israel; Memorials -- Israel; Lectures and lecturing -- Israel; א. ליטבק (ד""ר); כדורגל; נשף; ריקודים; אסיפת עם; הרצאה; תל אביב",התחרות בכדורגל - מכבי הגבור נגד מכבי תל אביב,התחרות בכדורגל - מכבי הגבור נגד מכבי תל אביב,מכבי,NNL03,,1928,sheet,,heb,700110953,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110953,[null],"[""Soccer -- Israel; Parties -- Israel; Dance -- Israel; Memorials -- Israel; Lectures and lecturing -- Israel; א. ליטבק (ד\""ר); כדורגל; נשף; ריקודים; אסיפת עם; הרצאה; תל אביב""]",[null]
"Soccer -- Israel; Census -- Israel; Processions -- Israel; Lectures and lecturing -- Israel; א. סטולרי (שופט), ב. מוסינזון (ד""ר); כדורגל; מפקד; מאום; תהלוכה; הרצאה; תל אביב",חג המכבים - האל חוט נגד מכבי תל אביב,חג המכבים - האל חוט נגד מכבי תל אביב,מכבי,NNL03,,1928,sheet,,heb,700110955,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110955,[null],"[""Soccer -- Israel; Census -- Israel; Processions -- Israel; Lectures and lecturing -- Israel; א. סטולרי (שופט), ב. מוסינזון (ד\""ר); כדורגל; מפקד; מאום; תהלוכה; הרצאה; תל אביב""]",[null]
Soccer -- Israel; Grand Football Match; כדורגל,בריסטול ראוארס נגד מכבי חשמונאי,בריסטול ראוארס נגד מכבי חשמונאי,מכבי,NNL03,,1928,sheet,,heb;eng,700110957,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110957,[null],"[""Soccer -- Israel; Grand Football Match; כדורגל""]",[null]
"Soccer -- Israel; Lectures and lecturing -- Israel; מ. מוסינזון (ד""ר); כדורגל; הוקי; הרצאה; Hockey; תל אביב","מכוניות משורינות ואל חוט נגד מכבי ת""א","מכוניות משורינות ואל חוט נגד מכבי ת""א",מכבי,NNL03,,1928,sheet,,heb,700110961,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110961,[null],"[""Soccer -- Israel; Lectures and lecturing -- Israel; מ. מוסינזון (ד\""ר); כדורגל; הוקי; הרצאה; Hockey; תל אביב""]",[null]
Masquerades -- Israel; Soccer -- Israel; נשף מסיכות; כדורגל; משחקי גביע; Cup games; פתח תקוה,"התחרות הגמר על הגביע הא""י","התחרות הגמר על הגביע הא""י",מכבי,NNL03,,1929,sheet,,heb,700110966,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110966,[null],"[""Masquerades -- Israel; Soccer -- Israel; נשף מסיכות; כדורגל; משחקי גביע; Cup games; פתח תקוה""]",[null]
Purim; Fasts and feasts -- Israel; Soccer -- Israel; Census -- Israel; פורים; כדורגל; מפקד; כנוס; Convention; תל אביב,המפקד - המעופפים רמלה נגד מכבי תל אביב,המפקד - המעופפים רמלה נגד מכבי תל אביב,מכבי,NNL03,,1929,sheet,,heb,700110976,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110976,[null],"[""Purim; Fasts and feasts -- Israel; Soccer -- Israel; Census -- Israel; פורים; כדורגל; מפקד; כנוס; Convention; תל אביב""]",[null]
Soccer -- Israel; Lectures and lecturing -- Israel; צבי נשרי; כדורגל; הרצאה,2 תחרויות - בסבוב השני על הגביע הארץ ישראלי,2 תחרויות - בסבוב השני על הגביע הארץ ישראלי,מכבי,NNL03,,1929,sheet,,heb,700110978,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110978,[null],"[""Soccer -- Israel; Lectures and lecturing -- Israel; צבי נשרי; כדורגל; הרצאה""]",[null]
Soccer -- Israel; Lectures and lecturing -- Israel; כדורגל; הרצאה,התחרות בכורה של הליגה המחוזית - הפועל מכבי,התחרות בכורה של הליגה המחוזית - הפועל מכבי,מכבי,NNL03,,1929,sheet,,heb,700110979,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110979,[null],"[""Soccer -- Israel; Lectures and lecturing -- Israel; כדורגל; הרצאה""]",[null]
Soccer -- Israel; ש. שיק; כדורגל; משחקי ליגה,התחרות בכורה של הליגה המחוזית - האל חוט נגד מכבי,התחרות בכורה של הליגה המחוזית - האל חוט נגד מכבי,מכבי,NNL03,,1929,sheet,,heb,700110980,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110980,[null],"[""Soccer -- Israel; ש. שיק; כדורגל; משחקי ליגה""]",[null]
"Soccer -- Israel; Lectures and lecturing -- Israel; אהרן חטר ישי, ד. אלמגור; Mt Scopus Team VIZ Maccabbi; כדורגל; משחקי גביע; הרצאה; Cup games; תל אביב","הסבוב השלישי על הגביע הא""י - הר הצופים נגד מכבי ת""א","הסבוב השלישי על הגביע הא""י - הר הצופים נגד מכבי ת""א",מכבי,NNL03,,1929,sheet,,heb;eng,700110981,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110981,[null],"[""Soccer -- Israel; Lectures and lecturing -- Israel; אהרן חטר ישי, ד. אלמגור; Mt Scopus Team VIZ Maccabbi; כדורגל; משחקי גביע; הרצאה; Cup games; תל אביב""]",[null]
"Soccer -- Israel; Lectures and lecturing -- Israel; צפרוני (ד""ר); כדורגל; משחקי ליגה; הרצאה",P. G. H. Sarafand - מכבי א' תל אביב,P. G. H. Sarafand - מכבי א' תל אביב,מכבי,NNL03,,1929,sheet,,heb,700110984,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110984,[null],"[""Soccer -- Israel; Lectures and lecturing -- Israel; צפרוני (ד\""ר); כדורגל; משחקי ליגה; הרצאה""]",[null]
Soccer -- Israel; Handball -- Israel; Processions -- Israel; Athletics -- Israel; Games -- Israel; אפרים רובינשטין (שופט); כדורגל; כדור יד; תהלוכה; אתלטיקה; משחקים; תל אביב,התחרות בכדור רגל - חזרה כללית,התחרות בכדור רגל - חזרה כללית,מכבי,NNL03,,1929,sheet,,heb,700110987,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110987,[null],"[""Soccer -- Israel; Handball -- Israel; Processions -- Israel; Athletics -- Israel; Games -- Israel; אפרים רובינשטין (שופט); כדורגל; כדור יד; תהלוכה; אתלטיקה; משחקים; תל אביב""]",[null]
Soccer -- Israel; Census -- Israel; כדורגל; כנוס; מפקד; Convention; תל אביב,"התחרות בכדור רגל - הערבי נגד מכבי ת""א","התחרות בכדור רגל - הערבי נגד מכבי ת""א",מכבי,NNL03,,1929,sheet,,heb;eng,700110989,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110989,[null],"[""Soccer -- Israel; Census -- Israel; כדורגל; כנוס; מפקד; Convention; תל אביב""]",[null]
Soccer -- Israel; Memorials -- Israel; כדורגל; אסיפת עם; תל אביב,המשטרה הבריטית נגד מכבי תל אביב,המשטרה הבריטית נגד מכבי תל אביב,מכבי,NNL03,,1929,sheet,,heb,700110992,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110992,[null],"[""Soccer -- Israel; Memorials -- Israel; כדורגל; אסיפת עם; תל אביב""]",[null]
Soccer -- Israel; Memorials -- Israel; כדורגל; אסיפת עם; טיוליםטיולים; Trip,התחרות חד עונתית - הפועל חיפה נגד מכבי תל אביב.,התחרות חד עונתית - הפועל חיפה נגד מכבי תל אביב.,מכבי,NNL03,,1929,sheet,,heb,700110996,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700110996,[null],"[""Soccer -- Israel; Memorials -- Israel; כדורגל; אסיפת עם; טיוליםטיולים; Trip""]",[null]
Soccer -- Israel; כדורגל; טיוליםטיולים; Trip,התחרות בכדור רגל - טיול לרחבות.,התחרות בכדור רגל - טיול לרחבות.,מכבי,NNL03,,1929,sheet,,heb,700111002,http://merhav.nli.org.il/primo_library/libweb/action/display.do?tabs=detailsTab&ct=display&fn=search&doc=NNL_Ephemera700111002,[null],"[""Soccer -- Israel; כדורגל; טיוליםטיולים; Trip""]",[null]
