manifest_label,manifest_sysnum,sequence_id,sequence_label,canvas_id,canvas_label,id,type,motivation,resource_id,resource_type,resource_format,resource_width,resource_height,canvas_width,canvas_height
"כתובה. הראת, אפגניסטן. תרל""ג",000301124,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301124/sequence/IE9204476,"[כתובה. הראת, אפגניסטן, תרל&quot;ג]",http://iiif.nli.org.il/IIIFv21/FL9469427,ketubba,FL9469427,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9469427/full/max/0/default.jpg,dctypes:Image,image/jpeg;,625,800,625,800
"כתובה. ירושלים, ישראל. תרל""ג",000300614,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300614/sequence/IE9200555,"[כתובה. ירושלים, ארץ ישראל, תרל&quot;ג]",http://iiif.nli.org.il/IIIFv21/FL9462747,ketubba,FL9462747,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9462747/full/max/0/default.jpg,dctypes:Image,image/jpeg;,551,800,551,800
"כתובה. פס, מרוקו. תרל""ג.",000300198,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300198/sequence/IE9207206,"[כתובה. פאס, מרוקו, תרל&quot;ג].",http://iiif.nli.org.il/IIIFv21/FL9470193,ketubba,FL9470193,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9470193/full/max/0/default.jpg,dctypes:Image,image/jpeg;,567,800,567,800
"כתובה. פס, מרוקו. תרל""ד",000300525,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300525/sequence/IE9208184,"[כתובה. פאס, מרוקו, תרל&quot;ד]",http://iiif.nli.org.il/IIIFv21/FL9469997,ketubba,FL9469997,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9469997/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,614,800,614
כתובה. איראן. 1874,000301159,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301159/sequence/IE9199092,"[כתובה. איראן, תרל&quot;ה]",http://iiif.nli.org.il/IIIFv21/FL9463319,ketubba,FL9463319,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9463319/full/max/0/default.jpg,dctypes:Image,image/jpeg;,486,800,486,800
"כתובה. בוכרה, אוזבקיסטן. תרל""ד",000301015,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301015/sequence/IE9197904,"[כתובה. בוכרה, אוזבקיסטן, תרל&quot;ד]",http://iiif.nli.org.il/IIIFv21/FL9464118,ketubba,FL9464118,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9464118/full/max/0/default.jpg,dctypes:Image,image/jpeg;,562,800,562,800
"כתובה. דמשק, סוריה. תרל""ה",000300894,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300894/sequence/IE9200559,"[כתובה. דמשק, סוריה, תרל&quot;ה]",http://iiif.nli.org.il/IIIFv21/FL9462775,ketubba,FL9462775,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9462775/full/max/0/default.jpg,dctypes:Image,image/jpeg;,639,800,639,800
"כתובה. המדאן, איראן. תרל""ד",000300306,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300306/sequence/IE10346457,"[כתובה. המדאן, איראן, תרל&quot;ד]",http://iiif.nli.org.il/IIIFv21/FL10513021,ketubba,FL10513021,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL10513021/full/max/0/default.jpg,dctypes:Image,image/jpeg;,641,800,641,800
"כתובה. צפרו, מרוקו. תרל""ד.",000301158,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301158/sequence/IE9200718,"[כתובה. צפרו, מרוקו, תרל&quot;ד].",http://iiif.nli.org.il/IIIFv21/FL9464028,ketubba,FL9464028,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9464028/full/max/0/default.jpg,dctypes:Image,image/jpeg;,510,800,510,800
"כתובה. צפת, ישראל. תרל""ד",000300768,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300768/sequence/IE9215135,"[כתובה. צפת, ארץ ישראל, תרל&quot;ד]",http://iiif.nli.org.il/IIIFv21/FL9469462,[כתובה. צפת; ארץ ישראל; תרלד],FL9469462,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9469462/full/max/0/default.jpg,dctypes:Image,image/jpeg;,565,800,565,800
"כתובה. רומא, איטליה. תרל""ה",000301095,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301095/sequence/IE9197960,"[כתובה. רומא, איטליה, תרל&quot;ה]",http://iiif.nli.org.il/IIIFv21/FL9461628,ketubba,FL9461628,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9461628/full/max/0/default.jpg,dctypes:Image,image/jpeg;,550,800,550,800
"כתובה. רומא, איטליה. תרל""ה.",000301122,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301122/sequence/IE9197990,"[כתובה. רומא, איטליה, תרל&quot;ה]",http://iiif.nli.org.il/IIIFv21/FL9461838,ketubba,FL9461838,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9461838/full/max/0/default.jpg,dctypes:Image,image/jpeg;,602,800,602,800
"כתובה. וינה, אוסטריה. תרל""ו",000300373,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300373/sequence/IE10346469,"[כתובה. וינה, אוסטריה, תרל&quot;ו]",http://iiif.nli.org.il/IIIFv21/FL10513009,ketubba,FL10513009,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL10513009/full/max/0/default.jpg,dctypes:Image,image/jpeg;,529,800,529,800
"כתובה. חברון, גדה מערבית. תרל""ו",000300870,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300870/sequence/IE9195649,[כתובה. חברון; ארץ ישראל; תרלו],http://iiif.nli.org.il/IIIFv21/FL9463373,FL9463373,FL9463373,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9463373/full/max/0/default.jpg,dctypes:Image,image/jpeg;,664,800,664,800
"כתובה. חברון, גדה מערבית. תרל""ו",000300870,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300870/sequence/IE9195649,[כתובה. חברון; ארץ ישראל; תרלו],http://iiif.nli.org.il/IIIFv21/FL9463377,FL9463377,FL9463377,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9463377/full/max/0/default.jpg,dctypes:Image,image/jpeg;,633,800,633,800
"כתובה. פס, מרוקו. תרל""ה.",000300181,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300181/sequence/IE9206063,"[כתובה. פאס, מרוקו, תרל&quot;ה].",http://iiif.nli.org.il/IIIFv21/FL9468802,ketubba,FL9468802,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9468802/full/max/0/default.jpg,dctypes:Image,image/jpeg;,547,800,547,800
"כתובה. אלמסל, תימן. תרל""ו.",000300740,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300740/sequence/IE9199452,"[כתובה. אלמסל, תימן, תרל&quot;ו]",http://iiif.nli.org.il/IIIFv21/FL9463753,ketubba,FL9463753,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9463753/full/max/0/default.jpg,dctypes:Image,image/jpeg;,610,800,610,800
"כתובה. אנדיז'ן, אוזבקיסטן. תרל""ו.",000300898,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300898/sequence/IE9201409,"[כתובה. אנדיג&apos;אן, אוזבקיסטן, תרל&quot;ו]",http://iiif.nli.org.il/IIIFv21/FL9467025,ketubba,FL9467025,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9467025/full/max/0/default.jpg,dctypes:Image,image/jpeg;,646,800,646,800
"כתובה. בוכרה, אוזבקיסטן. תרל""ז",000301060,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301060/sequence/IE9215530,"[כתובה. בוכרה, אוזבקיסטן, תרל&quot;ז]",http://iiif.nli.org.il/IIIFv21/FL9470641,ketubba,FL9470641,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9470641/full/max/0/default.jpg,dctypes:Image,image/jpeg;,603,800,603,800
"כתובה. יואנינה, יוון. תרל""ז",000302839,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000302839/sequence/IE9206761,"[כתובה. ינינה, יוון, תרל&quot;ז]",http://iiif.nli.org.il/IIIFv21/FL9470064,ketubba,FL9470064,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9470064/full/max/0/default.jpg,dctypes:Image,image/jpeg;,581,800,581,800
"כתובה. פררוב, צ'כיה. תרל""ו.",000300387,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300387/sequence/IE9198963,"[כתובה. פררוב, צ&apos;כיה, תרל&quot;ו]",http://iiif.nli.org.il/IIIFv21/FL9462053,ketubba,FL9462053,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9462053/full/max/0/default.jpg,dctypes:Image,image/jpeg;,530,800,530,800
"כתובה. צפרו, מרוקו. תרל""ו",000301178,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301178/sequence/IE9200763,"[כתובה. צפרו, מרוקו, תרל&quot;ו]",http://iiif.nli.org.il/IIIFv21/FL9464298,ketubba,FL9464298,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9464298/full/max/0/default.jpg,dctypes:Image,image/jpeg;,540,800,540,800
"כתובה. צפת, ישראל. תרל""ו",000300767,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300767/sequence/IE9223000,"[כתובה. צפת, ארץ ישראל, תרל&quot;ו]",http://iiif.nli.org.il/IIIFv21/FL9470665,ketubba,FL9470665,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9470665/full/max/0/default.jpg,dctypes:Image,image/jpeg;,648,800,648,800
"כתובה. צפת, ישראל. תרל""ז",000300283,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300283/sequence/IE9198642,"[כתובה. צפת, ארץ ישראל, תרל&quot;ז]",http://iiif.nli.org.il/IIIFv21/FL9461869,ketubba,FL9461869,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9461869/full/max/0/default.jpg,dctypes:Image,image/jpeg;,518,800,518,800
"כתובה. ברייטון, אנגליה. תרל""ז.",000301174,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301174/sequence/IE9200747,"[כתובה. ברייטון, הממלכה המאחדת, תרל&quot;ז].",http://iiif.nli.org.il/IIIFv21/FL9464225,ketubba,FL9464225,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9464225/full/max/0/default.jpg,dctypes:Image,image/jpeg;,552,800,552,800
"כתובה. חלב, סוריה. תרל""ז",000300033,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300033/sequence/IE9206215,"[כתובה. חאלב, סוריה, תרל&quot;ז]",http://iiif.nli.org.il/IIIFv21/FL9467747,ketubba,FL9467747,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9467747/full/max/0/default.jpg,dctypes:Image,image/jpeg;,447,800,447,800
"כתובה. מץ, צרפת. תרל""ח",000301024,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301024/sequence/IE9204958,"[כתובה. מץ, צרפת, תרל&quot;ח]",http://iiif.nli.org.il/IIIFv21/FL9466780,[כתובה. מץ; צרפת; תרלח],FL9466780,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9466780/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,772,800,772
"כתובה. רומא, איטליה. תרל""ז",000300139,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300139/sequence/IE9198939,"[כתובה. רומא, איטליה, תרל&quot;ז]",http://iiif.nli.org.il/IIIFv21/FL9461821,[כתובה. רומא; איטליה; תרלז],FL9461821,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9461821/full/max/0/default.jpg,dctypes:Image,image/jpeg;,526,800,526,800
"כתובה. איספהאן, איראן. תרל""ח.",000301147,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301147/sequence/IE9201749,"[כתובה. איספהן, איראן, תרל&quot;ח]",http://iiif.nli.org.il/IIIFv21/FL9466979,ketubba,FL9466979,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9466979/full/max/0/default.jpg,dctypes:Image,image/jpeg;,644,800,644,800
"כתובה. אולשן, בלארוס. תרל""ח.",003255351,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH003255351/sequence/IE9195144,גרסא אלקטרונית - [כתובה. אלשון; בלרוס; תרל&quot;ח].,http://iiif.nli.org.il/IIIFv21/FL9466457,3255351,FL9466457,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9466457/full/max/0/default.jpg,dctypes:Image,image/jpeg;,593,800,593,800
"כתובה. הראת, אפגניסטן. תרל""ח",000300038,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300038/sequence/IE9207340,"[כתובה. הראת, אפגניסטן, תרל&quot;ח]",http://iiif.nli.org.il/IIIFv21/FL9468133,ketubba,FL9468133,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9468133/full/max/0/default.jpg,dctypes:Image,image/jpeg;,570,800,570,800
"כתובה. הראת, אפגניסטן. תרל""ח.",000302509,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000302509/sequence/IE9202027,"[כתובה. הראת, אפגניסטן, תרל&quot;ח]",http://iiif.nli.org.il/IIIFv21/FL9467259,ketubba,FL9467259,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9467259/full/max/0/default.jpg,dctypes:Image,image/jpeg;,508,800,508,800
"כתובה. חלב, סוריה. תרל""ט",000300839,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300839/sequence/IE9128941,"[כתובה. חאלב, סוריה, תרל&quot;ט]",http://iiif.nli.org.il/IIIFv21/FL9156788,ketubba,FL9156788,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9156788/full/max/0/default.jpg,dctypes:Image,image/jpeg;,595,800,595,800
"כתובה. חלב, סוריה. תרל""ט",000300839,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300839/sequence/IE9203229,"[כתובה. חאלב, סוריה, תרל&quot;ט]",http://iiif.nli.org.il/IIIFv21/FL9467228,ketubba,FL9467228,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9467228/full/max/0/default.jpg,dctypes:Image,image/jpeg;,595,800,595,800
"כתובה. חלב, סוריה. תרל""ט",000301004,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301004/sequence/IE9204515,"[כתובה. חאלב, סוריה, תרל&quot;ט]",http://iiif.nli.org.il/IIIFv21/FL9466082,[כתובה. חאלב; סוריה; תרלט],FL9466082,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9466082/full/max/0/default.jpg,dctypes:Image,image/jpeg;,514,800,514,800
"כתובה. משהד, איראן. תרל""ח",000300615,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300615/sequence/IE9201532,"[כתובה. משהד, איראן, תרל&quot;ח]",http://iiif.nli.org.il/IIIFv21/FL9464804,ketubba,FL9464804,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9464804/full/max/0/default.jpg,dctypes:Image,image/jpeg;,515,800,515,800
"כתובה. משהד, איראן. 1878.",000300632,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300632/sequence/IE9212337,"[כתובה. משהד, איראן, תרל&quot;ח]",http://iiif.nli.org.il/IIIFv21/FL9470957,ketubba,FL9470957,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9470957/full/max/0/default.jpg,dctypes:Image,image/jpeg;,555,800,555,800
חוזה נשואין מוסלמי. איראן. 1879.,000301164,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301164/sequence/IE10229167,"[כתובה. איראן, תרל""ט].",http://iiif.nli.org.il/IIIFv21/FL10243954,"[כתובה. איראן, תרלט].",FL10243954,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL10243954/full/max/0/default.jpg,dctypes:Image,image/jpeg;,459,800,459,800
"כתובה. איספהאן, איראן. תרל""ט.",000301129,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301129/sequence/IE9201623,"[כתובה. איספהן, איראן, תרל&quot;ט]",http://iiif.nli.org.il/IIIFv21/FL9465507,ketubba,FL9465507,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9465507/full/max/0/default.jpg,dctypes:Image,image/jpeg;,632,800,632,800
"כתובה. איראן. תר""ם",000301166,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301166/sequence/IE10229170,"[כתובה. איראן, תר""ם]",http://iiif.nli.org.il/IIIFv21/FL10243956,"[כתובה. איראן, תרם]",FL10243956,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL10243956/full/max/0/default.jpg,dctypes:Image,image/jpeg;,502,800,502,800
"כתובה. אלג'ולה, תימן. תרל""ט",000300714,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300714/sequence/IE9199419,"[כתובה. אלג&apos;ולה, תימן, תרל&quot;ט]",http://iiif.nli.org.il/IIIFv21/FL9463420,ketubba,FL9463420,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9463420/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,790,800,790
"כתובה. אנקונה, איטליה. תרל""ט.",003257505,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH003257505/sequence/IE9196547,גרסא אלקטרונית - [כתובה. אנקונה; איטליה; תרל&quot;ט].,http://iiif.nli.org.il/IIIFv21/FL9461674,3257505,FL9461674,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9461674/full/max/0/default.jpg,dctypes:Image,image/jpeg;,497,800,497,800
"כתובה. ירושלים, ישראל. תרל""ט.",000300303,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300303/sequence/IE9198699,"[כתובה. ירושלים, ארץ ישראל, תרל&quot;ט]",http://iiif.nli.org.il/IIIFv21/FL9462545,ketubba,FL9462545,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9462545/full/max/0/default.jpg,dctypes:Image,image/jpeg;,524,800,524,800
"כתובה. משהד, איראן. תר""ם",000300617,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300617/sequence/IE9203141,"[כתובה. משהד, איראן, תר&quot;ם]",http://iiif.nli.org.il/IIIFv21/FL9465915,ketubba,FL9465915,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9465915/full/max/0/default.jpg,dctypes:Image,image/jpeg;,535,800,535,800
"כתובה. פס, מרוקו. תרל""ט",000300177,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300177/sequence/IE9198121,"[כתובה. פאס, מרוקו, תרל&quot;ט]",http://iiif.nli.org.il/IIIFv21/FL9462787,ketubba,FL9462787,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9462787/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,634,800,634
"כתובה. פריס, צרפת, תרל""ט.",003903635,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH003903635/sequence/IE47213710,JER NLI 901.1821=8,http://iiif.nli.org.il/IIIFv21/FL47213716,Fol. 001r,FL47213716,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL47213716/full/max/0/default.jpg,dctypes:Image,image/jpeg;,5353,8029,5353,8029
"כתובה. פריס, צרפת, תרל""ט.",003903635,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH003903635/sequence/IE47213710,JER NLI 901.1821=8,http://iiif.nli.org.il/IIIFv21/FL47213717,Fol. 001v,FL47213717,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL47213717/full/max/0/default.jpg,dctypes:Image,image/jpeg;,5353,8029,5353,8029
"כתובה. פריס, צרפת, תרל""ט.",003903635,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH003903635/sequence/IE47213710,JER NLI 901.1821=8,http://iiif.nli.org.il/IIIFv21/FL47213718,Color,FL47213718,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL47213718/full/max/0/default.jpg,dctypes:Image,image/jpeg;,5353,8029,5353,8029
"כתובה. רומא, איטליה. תרל""ט",000301089,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301089/sequence/IE9123884,"[כתובה. רומא, איטליה, תרל&quot;ט]",http://iiif.nli.org.il/IIIFv21/FL9135305,ketubba,FL9135305,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9135305/full/max/0/default.jpg,dctypes:Image,image/jpeg;,497,800,497,800
"כתובה. רומא, איטליה. תרל""ט",000301089,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301089/sequence/IE9204401,"[כתובה. רומא, איטליה, תרל&quot;ט]",http://iiif.nli.org.il/IIIFv21/FL9468650,ketubba,FL9468650,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9468650/full/max/0/default.jpg,dctypes:Image,image/jpeg;,497,800,497,800
"כתובה. בגדאד, עיראק. תר""ם",000300575,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300575/sequence/IE9200145,"[כתובה. בגדד, עיראק, תר&quot;ם]",http://iiif.nli.org.il/IIIFv21/FL9461859,[כתובה. בגדד; עיראק; תרם],FL9461859,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9461859/full/max/0/default.jpg,dctypes:Image,image/jpeg;,748,800,748,800
"כתובה. בוכרה, אוזבקיסטן. תר""ם",000300965,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300965/sequence/IE9201485,"[כתובה. בוכרה, אוזבקיסטן, תר&quot;ם]",http://iiif.nli.org.il/IIIFv21/FL9464394,ketubba,FL9464394,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9464394/full/max/0/default.jpg,dctypes:Image,image/jpeg;,614,800,614,800
"כתובה. דיסיר, לוב. תרמ""א",000300964,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300964/sequence/IE9197888,"[כתובה. דיסיר, לוב, תרמ&quot;א]",http://iiif.nli.org.il/IIIFv21/FL9463971,ketubba,FL9463971,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9463971/full/max/0/default.jpg,dctypes:Image,image/jpeg;,580,800,580,800
"כתובה. דמאוונד, איראן. תר""ם",000301173,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301173/sequence/IE9204830,"[כתובה. דמאוונד, איראן, תר&quot;ם]",http://iiif.nli.org.il/IIIFv21/FL9468458,ketubba,FL9468458,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9468458/full/max/0/default.jpg,dctypes:Image,image/jpeg;,527,800,527,800
"כתובה. הראת, אפגניסטן. תרמ""א.",000300025,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300025/sequence/IE9207368,"[כתובה. הראת, אפגניסטן, תרמ&quot;א].",http://iiif.nli.org.il/IIIFv21/FL9468395,ketubba,FL9468395,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9468395/full/max/0/default.jpg,dctypes:Image,image/jpeg;,648,800,648,800
"כתובה. הראת, אפגניסטן. תרמ""א",000300526,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300526/sequence/IE9200379,"[כתובה. הראת, אפגניסטן, תרמ&quot;א]",http://iiif.nli.org.il/IIIFv21/FL9464687,ketubba,FL9464687,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9464687/full/max/0/default.jpg,dctypes:Image,image/jpeg;,506,800,506,800
"כתובה. וילנה, ליטא. תר""ם.",000303868,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000303868/sequence/IE9197163,[כתובה. וילנה; ליטא; תרם].,http://iiif.nli.org.il/IIIFv21/FL9466296,Ketubba,FL9466296,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9466296/full/max/0/default.jpg,dctypes:Image,image/jpeg;,656,800,656,800
"כתובה. ירושלים, ישראל. תר""ם",000300807,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300807/sequence/IE9223048,"[כתובה. ירושלים, ארץ ישראל, תר&quot;ם]",http://iiif.nli.org.il/IIIFv21/FL9470739,ketubba,FL9470739,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9470739/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,428,800,428
"כתובה. מזרח אירופה. תרמ""-",000300266,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300266/sequence/IE10228991,"[כתובה. מזרח אירופה, תרמ""-]",http://iiif.nli.org.il/IIIFv21/FL10243894,"[כתובה. מזרח אירופה, תרמ-]",FL10243894,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL10243894/full/max/0/default.jpg,dctypes:Image,image/jpeg;,583,800,583,800
"כתובה. מרכש, מרוקו. תר""ם.",000300978,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300978/sequence/IE9215157,"[כתובה. מראכש, מרוקו, תר&quot;ם]",http://iiif.nli.org.il/IIIFv21/FL9469564,[כתובה. מראכש; מרוקו; תרם],FL9469564,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9469564/full/max/0/default.jpg,dctypes:Image,image/jpeg;,527,800,527,800
"כתובה. סלוניקי, יוון. תר""ם.",000300613,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300613/sequence/IE9208357,"[כתובה. סלוניקי, יוון, תר&quot;ם]",http://iiif.nli.org.il/IIIFv21/FL9470242,ketubba,FL9470242,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9470242/full/max/0/default.jpg,dctypes:Image,image/jpeg;,636,800,636,800
"כתובה. חוג'נד, טג'יקיסטן. תרמ""-.",000302453,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000302453/sequence/IE9204986,"[כתובה. פנג&apos;שמבה, טג&apos;יקיסטן, תרמ&quot;-.",http://iiif.nli.org.il/IIIFv21/FL9466982,ketubba,FL9466982,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9466982/full/max/0/default.jpg,dctypes:Image,image/jpeg;,538,800,538,800
"כתובה. צפרו, מרוקו. תר""ם",000300178,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300178/sequence/IE9199827,"[כתובה. צפרו, מרוקו, תר&quot;ם]",http://iiif.nli.org.il/IIIFv21/FL9461699,ketubba,FL9461699,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9461699/full/max/0/default.jpg,dctypes:Image,image/jpeg;,524,800,524,800
"כתובה. רומא, איטליה. תר""ם",000300589,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300589/sequence/IE9214835,"[כתובה. רומא, איטליה, תר&quot;ם]",http://iiif.nli.org.il/IIIFv21/FL9470847,[כתובה. רומא; איטליה; תרם],FL9470847,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9470847/full/max/0/default.jpg,dctypes:Image,image/jpeg;,607,800,607,800
