manifest_label,manifest_sysnum,sequence_id,sequence_label,canvas_id,canvas_label,id,type,motivation,resource_id,resource_type,resource_format,resource_width,resource_height,canvas_width,canvas_height
"כתובה. ישראל. ד'תשפ""ד.",000300590,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300590/sequence/IE9202518,"[כתובה. ארץ ישראל, ד&apos;תשפ&quot;ד].",http://iiif.nli.org.il/IIIFv21/FL9465307,[כתובה. ארץ ישראל; ד&apos;תשפד].,FL9465307,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9465307/full/max/0/default.jpg,dctypes:Image,image/jpeg;,463,800,463,800
"כתובה. צור, לבנון. ד'תשפ""ג.",002545680,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH002545680/sequence/IE9285073,כתובה. צור. 1023.,http://iiif.nli.org.il/IIIFv21/FL9695109,Page 1,FL9695109,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9695109/full/max/0/default.jpg,dctypes:Image,image/jpeg;,4968,8576,4968,8576
"כתובה. צור, לבנון. ד'תשפ""ג.",002545680,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH002545680/sequence/IE9285073,כתובה. צור. 1023.,http://iiif.nli.org.il/IIIFv21/FL9695110,Page 2,FL9695110,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9695110/full/max/0/default.jpg,dctypes:Image,image/jpeg;,5336,8520,5336,8520
"כתובה. סטניסלב, אוקראינה. תרצ""ז.",000300532,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300532/sequence/IE9197424,"[כתובה. סטניסלאב, אוקראינה, תרצ&quot;ז]",http://iiif.nli.org.il/IIIFv21/FL9463926,[כתובה. סטניסלאב; אוקראינה; תרצז],FL9463926,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9463926/full/max/0/default.jpg,dctypes:Image,image/jpeg;,595,800,595,800
"כתובה. משהד, איראן. 1904.",000300572,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300572/sequence/IE10509848,"[כתובה. משהד, איראן, תרס""ג]",http://iiif.nli.org.il/IIIFv21/FL10512950,Page 1,FL10512950,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL10512950/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,611,800,611
"כתובה. משהד, איראן. 1904.",000300572,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300572/sequence/IE10509848,"[כתובה. משהד, איראן, תרס""ג]",http://iiif.nli.org.il/IIIFv21/FL10512951,Page 2,FL10512951,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL10512951/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,611,800,611
"כתובה. משהד, איראן. 1904.",000300572,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300572/sequence/IE10509848,"[כתובה. משהד, איראן, תרס""ג]",http://iiif.nli.org.il/IIIFv21/FL10512953,Page 3,FL10512953,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL10512953/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,611,800,611
"כתובה. משהד, איראן. 1904.",000300572,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300572/sequence/IE10509848,"[כתובה. משהד, איראן, תרס""ג]",http://iiif.nli.org.il/IIIFv21/FL10512952,Page 4,FL10512952,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL10512952/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,611,800,611
"כתובה. משהד, איראן. 1921.",000301029,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301029/sequence/IE9200524,"[כתובה. משהד, איראן, תרפ&quot;א]",http://iiif.nli.org.il/IIIFv21/FL9462506,[כתובה. משהד; איראן; תרפא],FL9462506,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9462506/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,355,800,355
"כתובה. משהד, איראן. 1924.",000300794,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300794/sequence/IE10509164,"[כתובה. משהד, איראן, תרפ""ד]",http://iiif.nli.org.il/IIIFv21/FL10512879,Page 1,FL10512879,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL10512879/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,646,800,646
"כתובה. משהד, איראן. 1924.",000300794,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300794/sequence/IE10509164,"[כתובה. משהד, איראן, תרפ""ד]",http://iiif.nli.org.il/IIIFv21/FL10512878,Page 2,FL10512878,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL10512878/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,646,800,646
"כתובה. סמורה, ספרד. ר""ז (?) - רמ""ז (?)",000300543,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300543/sequence/IE10229041,"[כתובה. זמורה, ספרד, רז""- (?) - רמ""ז (?)]",http://iiif.nli.org.il/IIIFv21/FL10243914,"[כתובה. זמורה, ספרד, רז- (?) - רמז (?)]",FL10243914,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL10243914/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,563,800,563
"כתובה. באיו סגורה, ספרד. רמ""-.",000300537,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300537/sequence/IE9208199,"[כתובה. סגורה, ספרד, רמ&quot;-]",http://iiif.nli.org.il/IIIFv21/FL9470018,ketubba,FL9470018,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9470018/full/max/0/default.jpg,dctypes:Image,image/jpeg;,572,800,572,800
"כתובה. קרמונה, איטליה. רע""א.",000300926,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300926/sequence/IE9200653,"[כתובה. קרימונה, איטליה, רע&quot;א]",http://iiif.nli.org.il/IIIFv21/FL9463523,ketubba,FL9463523,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9463523/full/max/0/default.jpg,dctypes:Image,image/jpeg;,751,800,751,800
"כתובה. פדובה, איטליה. שכ""ב.",000300927,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300927/sequence/IE9215433,"[כתובה. פדובה, איטליה, שכ&quot;ב].",http://iiif.nli.org.il/IIIFv21/FL9470356,ketubba,FL9470356,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9470356/full/max/0/default.jpg,dctypes:Image,image/jpeg;,681,800,681,800
"כתובה. פורמיה, איטליה. שכ""א.",000300847,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300847/sequence/IE10509979,"[כתובה. פורמיה, איטליה, שכ""א]",http://iiif.nli.org.il/IIIFv21/FL10512842,Page 1,FL10512842,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL10512842/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,606,800,606
"כתובה. פורמיה, איטליה. שכ""א.",000300847,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300847/sequence/IE10509979,"[כתובה. פורמיה, איטליה, שכ""א]",http://iiif.nli.org.il/IIIFv21/FL10512841,Page 2,FL10512841,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL10512841/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,606,800,606
"כתובה. אלמאורה, תימן. שנ""-.",000300731,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300731/sequence/IE9197437,"[כתובה. אלמאורה, תימן, שנ&quot;-]",http://iiif.nli.org.il/IIIFv21/FL9463993,[כתובה. אלמאורה; תימן; שנ-],FL9463993,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9463993/full/max/0/default.jpg,dctypes:Image,image/jpeg;,459,800,459,800
"כתובה. פדובה, איטליה. שנ""ב.",000300127,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300127/sequence/IE9202453,"[כתובה. פדובה, איטליה, שנ&quot;ב].",http://iiif.nli.org.il/IIIFv21/FL9464750,ketubba,FL9464750,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9464750/full/max/0/default.jpg,dctypes:Image,image/jpeg;,666,800,666,800
"תנאים לנשואין (קטע). מאה י""ז-י""ט",002720357,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH002720357/sequence/IE6358013,JER NLI 1800.261=8,http://iiif.nli.org.il/IIIFv21/FL7084344,Page 1,FL7084344,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL7084344/full/max/0/default.jpg,dctypes:Image,image/jpeg;,5944,3712,5944,3712
"תנאים לנשואין (קטע). מאה י""ז-י""ט",002720357,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH002720357/sequence/IE6358013,JER NLI 1800.261=8,http://iiif.nli.org.il/IIIFv21/FL7084345,Page 2,FL7084345,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL7084345/full/max/0/default.jpg,dctypes:Image,image/jpeg;,5784,3584,5784,3584
"כתובה. פדובה, איטליה. שע""ז.",000301073,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301073/sequence/IE9223186,"[כתובה. פדובה, איטליה, שע&quot;ז]",http://iiif.nli.org.il/IIIFv21/FL9469265,ketubba,FL9469265,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9469265/full/max/0/default.jpg,dctypes:Image,image/jpeg;,576,800,576,800
"כתובה. מנטובה, איטליה. שע""ט.",000300078,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300078/sequence/IE9207442,"[כתובה. מנטובה, איטליה, שע&quot;ט]",http://iiif.nli.org.il/IIIFv21/FL9468989,ketubba,FL9468989,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9468989/full/max/0/default.jpg,dctypes:Image,image/jpeg;,568,800,568,800
"כתובה. מודנה, איטליה. ש""ף.",000300980,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300980/sequence/IE9200715,"[כתובה. מודנה, איטליה, ש&quot;פ]",http://iiif.nli.org.il/IIIFv21/FL9464007,ketubba,FL9464007,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9464007/full/max/0/default.jpg,dctypes:Image,image/jpeg;,618,800,618,800
"כתובה. ונציה, איטליה. שפ""ג.",000301066,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301066/sequence/IE9201556,"[כתובה. ונציה, איטליה שפ&quot;ג]",http://iiif.nli.org.il/IIIFv21/FL9464987,ketubba,FL9464987,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9464987/full/max/0/default.jpg,dctypes:Image,image/jpeg;,599,800,599,800
"כתובה. אנקונה, איטליה. שפ""ג.",000301021,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301021/sequence/IE9206605,"[כתובה. אנקונה, איטליה, שפ&quot;ג].",http://iiif.nli.org.il/IIIFv21/FL9468883,[כתובה. אנקונה; איטליה; שפג].,FL9468883,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9468883/full/max/0/default.jpg,dctypes:Image,image/jpeg;,592,800,592,800
"כתובה. ונציה, איטליה. שפ""ד.",000300638,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300638/sequence/IE9198978,"[כתובה. ונציה, איטליה, שפ&quot;ד]",http://iiif.nli.org.il/IIIFv21/FL9462183,ketubba,FL9462183,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9462183/full/max/0/default.jpg,dctypes:Image,image/jpeg;,673,800,673,800
"כתובה. פדובה, איטליה. שצ""ב.",000300132,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300132/sequence/IE9199812,"[כתובה. פדובה, איטליה, שצ&quot;ב].",http://iiif.nli.org.il/IIIFv21/FL9461562,ketubba,FL9461562,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9461562/full/max/0/default.jpg,dctypes:Image,image/jpeg;,770,800,770,800
"כתובה. פדובה, איטליה. שצ""ד.",000300721,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300721/sequence/IE9203217,"[כתובה. פדובה, איטליה, שצ&quot;ד]",http://iiif.nli.org.il/IIIFv21/FL9467049,ketubba,FL9467049,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9467049/full/max/0/default.jpg,dctypes:Image,image/jpeg;,749,800,749,800
"כתובה. סלוניקי, יוון. שצ""ט.",000300221,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300221/sequence/IE9199854,"[כתובה. סלוניקי, יוון, שצ&quot;ט]",http://iiif.nli.org.il/IIIFv21/FL9461959,ketubba,FL9461959,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9461959/full/max/0/default.jpg,dctypes:Image,image/jpeg;,587,800,587,800
"כתובה. ונציה, איטליה. ת""ב.",000301069,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301069/sequence/IE9129140,"[כתובה. ונציה, איטליה, ת&quot;ב]",http://iiif.nli.org.il/IIIFv21/FL9156584,ketubba,FL9156584,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9156584/full/max/0/default.jpg,dctypes:Image,image/jpeg;,601,800,601,800
"כתובה. ונציה, איטליה. ת""ב.",000301069,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301069/sequence/IE9203513,"[כתובה. ונציה, איטליה, ת&quot;ב]",http://iiif.nli.org.il/IIIFv21/FL9466915,ketubba,FL9466915,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9466915/full/max/0/default.jpg,dctypes:Image,image/jpeg;,601,800,601,800
"כתובה. ונציה, איטליה. ת""י.",000300622,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300622/sequence/IE9203151,"[כתובה. ונציה, איטליה, ת&quot;י].",http://iiif.nli.org.il/IIIFv21/FL9466080,ketubba,FL9466080,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9466080/full/max/0/default.jpg,dctypes:Image,image/jpeg;,580,800,580,800
"כתובה. סיינה, איטליה. ת""י.",003496873,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH003496873/sequence/IE9195876,גרסא אלקטרונית - [כתובה. סיינה; איטליה; ת&quot;י].,http://iiif.nli.org.il/IIIFv21/FL9465250,3496873,FL9465250,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9465250/full/max/0/default.jpg,dctypes:Image,image/jpeg;,594,800,594,800
"כתובה. ליוורנו, איטליה. תט""ז",000300322,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300322/sequence/IE9210522,"[כתובה. ליוורנו, איטליה, תט&quot;ז]",http://iiif.nli.org.il/IIIFv21/FL9469418,[כתובה. ליוורנו; איטליה; תטז],FL9469418,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9469418/full/max/0/default.jpg,dctypes:Image,image/jpeg;,640,800,640,800
"כתובה. ונציה, איטליה. תכ""ו",000301067,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301067/sequence/IE9197915,"[כתובה. ונציה, איטליה, תכ&quot;ו]",http://iiif.nli.org.il/IIIFv21/FL9464207,ketubba,FL9464207,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9464207/full/max/0/default.jpg,dctypes:Image,image/jpeg;,553,800,553,800
"כתובה. עמראן, תימן. תכ""ו",000300735,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300735/sequence/IE10229056,"[כתובה. עמראן, תימן, תכ""ו]",http://iiif.nli.org.il/IIIFv21/FL10243924,"[כתובה. עמראן, תימן, תכו]",FL10243924,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL10243924/full/max/0/default.jpg,dctypes:Image,image/jpeg;,669,800,669,800
"כתובה. רומא, איטליה. תכ""ט",000300587,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300587/sequence/IE9208298,"[כתובה. רומא, איטליה, תכ&quot;ט]",http://iiif.nli.org.il/IIIFv21/FL9470161,ketubba,FL9470161,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9470161/full/max/0/default.jpg,dctypes:Image,image/jpeg;,637,800,637,800
"כתובה. הזם, תימן. ת""ל.",000300736,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300736/sequence/IE9207842,"[כתובה. הזם, תימן, ת&quot;ל]",http://iiif.nli.org.il/IIIFv21/FL9469065,ketubba,FL9469065,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9469065/full/max/0/default.jpg,dctypes:Image,image/jpeg;,653,800,653,800
"כתובה. קזאלה מונפרטו, איטליה. תל""א",000300052,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300052/sequence/IE9207417,"[כתובה. קזלה מונפרטו, איטליה, תל&quot;א]",http://iiif.nli.org.il/IIIFv21/FL9468839,ketubba,FL9468839,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9468839/full/max/0/default.jpg,dctypes:Image,image/jpeg;,560,800,560,800
"כתובה. ציטדלה, איטליה. תל""ג.",000300060,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300060/sequence/IE9207429,"[כתובה. ציטדלה, איטליה, תל&quot;ג]",http://iiif.nli.org.il/IIIFv21/FL9468899,ketubba,FL9468899,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9468899/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,612,800,612
"כתובה. קורפו, יוון. תל""ד.",003256102,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH003256102/sequence/IE9196382,גרסא אלקטרונית - [כתובה. קורפו; יוון; תל&quot;ד].,http://iiif.nli.org.il/IIIFv21/FL9464926,3256102,FL9464926,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9464926/full/max/0/default.jpg,dctypes:Image,image/jpeg;,508,800,508,800
"כתובה. ונציה, איטליה. תל""ה",000300626,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300626/sequence/IE9206741,"[כתובה. ונציה, איטליה, תל&quot;ה]",http://iiif.nli.org.il/IIIFv21/FL9469954,ketubba,FL9469954,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9469954/full/max/0/default.jpg,dctypes:Image,image/jpeg;,588,800,588,800
"כתובה. פדובה, איטליה. תמ""א.",000300722,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300722/sequence/IE9128814,"[כתובה. פדובה, איטליה. תמ&quot;א].",http://iiif.nli.org.il/IIIFv21/FL9156568,ketubba,FL9156568,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9156568/full/max/0/default.jpg,dctypes:Image,image/jpeg;,616,800,616,800
"כתובה. פדובה, איטליה. תמ""א.",000300722,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300722/sequence/IE9203041,"[כתובה. פדובה, איטליה. תמ&quot;א].",http://iiif.nli.org.il/IIIFv21/FL9468366,ketubba,FL9468366,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9468366/full/max/0/default.jpg,dctypes:Image,image/jpeg;,616,800,616,800
"כתובה. ציטדלה, איטליה. תמ""א.",000300059,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300059/sequence/IE9198372,"[כתובה. ציטדלה, איטליה, תמ&quot;א]",http://iiif.nli.org.il/IIIFv21/FL9462398,ketubba,FL9462398,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9462398/full/max/0/default.jpg,dctypes:Image,image/jpeg;,665,800,665,800
"כתובה. צ'נטו, איטליה. תמ""א.",000300643,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300643/sequence/IE9206840,"[כתובה. צנטו, איטליה, תמ&quot;א].",http://iiif.nli.org.il/IIIFv21/FL9470408,ketubba,FL9470408,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9470408/full/max/0/default.jpg,dctypes:Image,image/jpeg;,662,800,662,800
"כתובה. ונציה, איטליה. תמ""ג",000300134,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300134/sequence/IE9214912,"[כתובה. ונציה, איטליה, תמ&quot;ג]",http://iiif.nli.org.il/IIIFv21/FL9470936,[כתובה. ונציה; איטליה; תמג],FL9470936,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9470936/full/max/0/default.jpg,dctypes:Image,image/jpeg;,614,800,614,800
"כתובה. ורונה, איטליה. תמ""ה",000300096,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300096/sequence/IE9210651,"[כתובה. וירונה, איטליה, תמ&quot;ה]",http://iiif.nli.org.il/IIIFv21/FL9469644,ketubba,FL9469644,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9469644/full/max/0/default.jpg,dctypes:Image,image/jpeg;,715,800,715,800
"כתובה. ליוורנו, איטליה. תמ""ה",000300006,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300006/sequence/IE9206172,"[כתובה. ליוורנו, איטליה, תמ&quot;ה]",http://iiif.nli.org.il/IIIFv21/FL9467505,ketubba,FL9467505,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9467505/full/max/0/default.jpg,dctypes:Image,image/jpeg;,546,800,546,800
"כתובה. פדובה, איטליה. תמ""ו",000301068,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301068/sequence/IE9197922,"[כתובה. פדובה, איטליה, תמ&quot;ו]",http://iiif.nli.org.il/IIIFv21/FL9464262,ketubba,FL9464262,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9464262/full/max/0/default.jpg,dctypes:Image,image/jpeg;,686,800,686,800
"כתובה. אנקונה, איטליה. ת""ס.",000302837,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000302837/sequence/IE9197978,"[כתובה. אנקונה, איטליה, ת&quot;ס]",http://iiif.nli.org.il/IIIFv21/FL9461757,ketubba,FL9461757,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9461757/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,579,800,579
"כתובה. רומא, איטליה. תס""-",000300966,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300966/sequence/IE9215477,"[כתובה. רומא, איטליה, תס&quot;-]",http://iiif.nli.org.il/IIIFv21/FL9470476,ketubba,FL9470476,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9470476/full/max/0/default.jpg,dctypes:Image,image/jpeg;,509,800,509,800
"כתובה. פדובה, איטליה. תס""ג.",000300611,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300611/sequence/IE9208341,"[כתובה. פדובה, איטליה, תס&quot;ג]",http://iiif.nli.org.il/IIIFv21/FL9470226,ketubba,FL9470226,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9470226/full/max/0/default.jpg,dctypes:Image,image/jpeg;,613,800,613,800
"כתובה. ונציה, איטליה. תס""ז",000301082,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301082/sequence/IE9129165,"[כתובה. ונציה, איטליה, תס&quot;ז]",http://iiif.nli.org.il/IIIFv21/FL9156706,ketubba,FL9156706,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9156706/full/max/0/default.jpg,dctypes:Image,image/jpeg;,687,800,687,800
"כתובה. ונציה, איטליה. תס""ז",000301082,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301082/sequence/IE9203556,"[כתובה. ונציה, איטליה, תס&quot;ז]",http://iiif.nli.org.il/IIIFv21/FL9467359,ketubba,FL9467359,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9467359/full/max/0/default.jpg,dctypes:Image,image/jpeg;,687,800,687,800
"כתובה. האג, הולנד. תע""א.",000300362,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300362/sequence/IE9207618,"[כתובה. האג, הולנד, תע&quot;א]",http://iiif.nli.org.il/IIIFv21/FL9469987,ketubba,FL9469987,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9469987/full/max/0/default.jpg,dctypes:Image,image/jpeg;,698,800,698,800
"כתובה. ליוורנו, איטליה. תע""א",000300619,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300619/sequence/IE9200574,"[כתובה. ליוורנו, איטליה, תע&quot;א]",http://iiif.nli.org.il/IIIFv21/FL9462896,ketubba,FL9462896,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9462896/full/max/0/default.jpg,dctypes:Image,image/jpeg;,635,800,635,800
"כתובה. פדובה, איטליה. תע""ב",000300128,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300128/sequence/IE9200217,"[כתובה. פדובה, איטליה, תע&quot;ב]",http://iiif.nli.org.il/IIIFv21/FL9462595,[כתובה. פדובה; איטליה; תעב],FL9462595,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9462595/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,737,800,737
"כתובה. אמסטרדם, הולנד. תע""ג.",000300049,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300049/sequence/IE9207410,"[כתובה. אמסטרדם, הולנד, תע&quot;ג].",http://iiif.nli.org.il/IIIFv21/FL9468808,ketubba,FL9468808,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9468808/full/max/0/default.jpg,dctypes:Image,image/jpeg;,669,800,669,800
"כתובה. רומא, איטליה. תע""ה",000301081,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000301081/sequence/IE9197933,"[כתובה. רומא, איטליה, תע&quot;ה]",http://iiif.nli.org.il/IIIFv21/FL9464365,ketubba,FL9464365,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9464365/full/max/0/default.jpg,dctypes:Image,image/jpeg;,372,800,372,800
"כתובה. פררה, איטליה. תע""ה",000300968,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300968/sequence/IE9198401,"[כתובה. פררה, איטליה, תע&quot;ה]",http://iiif.nli.org.il/IIIFv21/FL9462660,[כתובה. פררה; איטליה; תעה],FL9462660,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9462660/full/max/0/default.jpg,dctypes:Image,image/jpeg;,800,537,800,537
"כתובה. הילדסהיים, גרמניה. תע""ו.",000300718,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300718/sequence/IE9195692,[כתובה. הילדסהיים; גרמניה; תעו],http://iiif.nli.org.il/IIIFv21/FL9463663,FL9463663,FL9463663,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9463663/full/max/0/default.jpg,dctypes:Image,image/jpeg;,708,800,708,800
"כתובה. הילדסהיים, גרמניה. תע""ו.",000300718,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300718/sequence/IE9195692,[כתובה. הילדסהיים; גרמניה; תעו],http://iiif.nli.org.il/IIIFv21/FL9463664,FL9463664,FL9463664,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9463664/full/max/0/default.jpg,dctypes:Image,image/jpeg;,700,800,700,800
"כתובה. אלמאורה, תימן. תע""ח",000300730,http://iiif.nli.org.il/IIIFv21/NNL_ALEPH000300730/sequence/IE9195082,[כתובה. אלמאורה; תימן; תעח],http://iiif.nli.org.il/IIIFv21/FL9465566,FL9465566,FL9465566,oa:Annotation,sc:painting,http://iiif.nli.org.il/IIIFv21/FL9465566/full/max/0/default.jpg,dctypes:Image,image/jpeg;,415,800,415,800
